method,task,regime,mean_success_rate,mean_false_revision_rate,mean_missed_violation_rate,mean_belief_consistency,mean_recovery_success,mean_damage_rate,mean_intervention_cost,mean_calibration_error,ci95_success_rate,ci95_false_revision_rate,ci95_missed_violation_rate,ci95_belief_consistency,ci95_recovery_success,ci95_damage_rate,ci95_intervention_cost,ci95_calibration_error,groups
oracle_intervention_belief_revision,bin_packing_recovery,physical_rule_violation,0.801587,0.070289,0.063084,0.846449,0.811532,0.040415,0.205743,0.037454,0.036481,0.003552,0.004557,0.006238,0.005309,0.003384,0.003350,0.002430,7
oracle_intervention_belief_revision,deformable_contact_replan,actuator_model_break,0.769841,0.067333,0.061758,0.837375,0.811304,0.039715,0.212740,0.038703,0.037971,0.001731,0.003508,0.006565,0.006654,0.002219,0.002899,0.002758,7
oracle_intervention_belief_revision,deformable_contact_replan,combined_intervention_stress,0.795635,0.073007,0.069632,0.835668,0.796751,0.043683,0.216679,0.045292,0.032381,0.002370,0.004154,0.005163,0.008545,0.004107,0.002856,0.002050,7
oracle_intervention_belief_revision,deformable_contact_replan,contact_precondition_failure,0.823413,0.065001,0.057609,0.843811,0.811192,0.038654,0.212125,0.036719,0.039276,0.003400,0.001730,0.004627,0.007256,0.001489,0.002641,0.002136,7
oracle_intervention_belief_revision,deformable_contact_replan,environment_change_intervention,0.831349,0.066314,0.063670,0.839536,0.808036,0.041278,0.209555,0.040199,0.030539,0.003667,0.003880,0.006601,0.008220,0.001476,0.003052,0.003126,7
oracle_intervention_belief_revision,deformable_contact_replan,false_human_hint,0.845238,0.066575,0.059022,0.846641,0.807712,0.038251,0.205284,0.039468,0.026184,0.003346,0.004241,0.008289,0.007841,0.002797,0.003978,0.002297,7
oracle_intervention_belief_revision,deformable_contact_replan,noisy_observation,0.831349,0.064100,0.054406,0.850298,0.812269,0.037963,0.207693,0.035859,0.035854,0.005187,0.002840,0.007787,0.008725,0.002158,0.002728,0.002800,7
oracle_intervention_belief_revision,deformable_contact_replan,nominal,0.841270,0.056460,0.052859,0.860115,0.822847,0.035796,0.199552,0.034268,0.032998,0.002583,0.004134,0.007218,0.005272,0.002686,0.002419,0.001988,7
oracle_intervention_belief_revision,deformable_contact_replan,physical_rule_violation,0.823413,0.066945,0.064838,0.843656,0.808932,0.037994,0.207432,0.036026,0.016499,0.004293,0.003194,0.008002,0.005729,0.001088,0.001877,0.001429,7
oracle_intervention_belief_revision,mobile_base_intervention,actuator_model_break,0.813492,0.068916,0.060796,0.844445,0.812807,0.040175,0.212474,0.036816,0.032459,0.004508,0.002931,0.008286,0.008890,0.003209,0.001953,0.002870,7
oracle_intervention_belief_revision,mobile_base_intervention,combined_intervention_stress,0.795635,0.069715,0.068681,0.837062,0.797295,0.042892,0.216313,0.042503,0.022787,0.003414,0.004534,0.004157,0.006996,0.001685,0.002124,0.001150,7
oracle_intervention_belief_revision,mobile_base_intervention,contact_precondition_failure,0.859127,0.062052,0.060944,0.847255,0.817662,0.038885,0.208785,0.040036,0.039147,0.004293,0.002067,0.005702,0.010925,0.001855,0.003573,0.002814,7
oracle_intervention_belief_revision,mobile_base_intervention,environment_change_intervention,0.801587,0.067688,0.059237,0.846017,0.808711,0.039973,0.211146,0.040387,0.023548,0.002994,0.004961,0.007688,0.011408,0.002400,0.003727,0.001225,7
oracle_intervention_belief_revision,mobile_base_intervention,false_human_hint,0.823413,0.062062,0.057804,0.861635,0.821685,0.038176,0.207064,0.037775,0.026376,0.002925,0.006177,0.005044,0.010131,0.001802,0.002277,0.002555,7
oracle_intervention_belief_revision,mobile_base_intervention,noisy_observation,0.835317,0.064559,0.052782,0.853524,0.821018,0.035271,0.207155,0.037041,0.021769,0.005047,0.003009,0.013167,0.005694,0.002180,0.002899,0.001437,7
oracle_intervention_belief_revision,mobile_base_intervention,nominal,0.863095,0.057205,0.052673,0.867934,0.823190,0.033859,0.199111,0.033265,0.031673,0.004810,0.004379,0.007856,0.008370,0.001215,0.002187,0.004232,7
oracle_intervention_belief_revision,mobile_base_intervention,physical_rule_violation,0.853175,0.065548,0.060362,0.846528,0.814583,0.036855,0.208506,0.039940,0.053085,0.002428,0.005933,0.006874,0.007927,0.001661,0.002663,0.001659,7
oracle_intervention_belief_revision,occluded_drawer_recovery,actuator_model_break,0.813492,0.068091,0.062142,0.850095,0.817241,0.039049,0.208654,0.040329,0.062827,0.006391,0.005176,0.007255,0.006222,0.001964,0.001515,0.002089,7
oracle_intervention_belief_revision,occluded_drawer_recovery,combined_intervention_stress,0.809524,0.073057,0.068478,0.843272,0.801628,0.043112,0.217228,0.044070,0.028928,0.004792,0.004659,0.010563,0.008041,0.002434,0.002980,0.002439,7
oracle_intervention_belief_revision,occluded_drawer_recovery,contact_precondition_failure,0.841270,0.063867,0.059241,0.856995,0.806885,0.039005,0.210560,0.039367,0.037030,0.002806,0.003321,0.004381,0.009048,0.003330,0.003958,0.002101,7
oracle_intervention_belief_revision,occluded_drawer_recovery,environment_change_intervention,0.805556,0.066249,0.062249,0.847468,0.812039,0.038312,0.213302,0.041100,0.030290,0.002942,0.002712,0.004442,0.004968,0.002064,0.003195,0.002167,7
oracle_intervention_belief_revision,occluded_drawer_recovery,false_human_hint,0.855159,0.062146,0.057145,0.855903,0.816957,0.039169,0.208775,0.039993,0.030785,0.004103,0.003087,0.011856,0.010110,0.001710,0.003793,0.002300,7
oracle_intervention_belief_revision,occluded_drawer_recovery,noisy_observation,0.859127,0.062069,0.055481,0.857572,0.811309,0.037048,0.204243,0.037029,0.028133,0.004491,0.004432,0.008895,0.005314,0.002462,0.001771,0.001217,7
oracle_intervention_belief_revision,occluded_drawer_recovery,nominal,0.861111,0.053096,0.052801,0.861142,0.820326,0.031794,0.200093,0.033767,0.022227,0.003352,0.004593,0.009543,0.004700,0.001920,0.002149,0.002611,7
oracle_intervention_belief_revision,occluded_drawer_recovery,physical_rule_violation,0.817460,0.064878,0.062218,0.851489,0.816185,0.037170,0.212253,0.039412,0.036343,0.001997,0.003670,0.006514,0.010151,0.001059,0.002919,0.001714,7
oracle_intervention_belief_revision,payload_shift_pick,actuator_model_break,0.833333,0.067080,0.059304,0.851767,0.805072,0.038328,0.210586,0.037236,0.028489,0.002439,0.003963,0.008546,0.007200,0.002458,0.002502,0.003260,7
oracle_intervention_belief_revision,payload_shift_pick,combined_intervention_stress,0.767857,0.073116,0.070406,0.833523,0.797097,0.042037,0.217519,0.041772,0.030703,0.003826,0.003759,0.004534,0.008201,0.001089,0.002909,0.001648,7
oracle_intervention_belief_revision,payload_shift_pick,contact_precondition_failure,0.835317,0.067622,0.062443,0.838907,0.806932,0.039254,0.207873,0.037821,0.024800,0.003520,0.002209,0.007272,0.011159,0.002111,0.002258,0.001118,7
oracle_intervention_belief_revision,payload_shift_pick,environment_change_intervention,0.803571,0.068494,0.062111,0.840902,0.807848,0.038938,0.210790,0.039590,0.021769,0.004787,0.003461,0.009611,0.003748,0.002439,0.001566,0.001584,7
oracle_intervention_belief_revision,payload_shift_pick,false_human_hint,0.863095,0.063381,0.060509,0.846506,0.809659,0.037906,0.209264,0.040146,0.036825,0.002354,0.003437,0.007435,0.004643,0.002390,0.003042,0.003054,7
oracle_intervention_belief_revision,payload_shift_pick,noisy_observation,0.835317,0.066974,0.059332,0.850725,0.814040,0.036840,0.205215,0.035745,0.027499,0.004251,0.003099,0.006233,0.003438,0.002270,0.002781,0.001524,7
oracle_intervention_belief_revision,payload_shift_pick,nominal,0.833333,0.057526,0.051261,0.862090,0.824556,0.034489,0.199403,0.035743,0.037098,0.004358,0.002680,0.005731,0.009799,0.001941,0.003029,0.002394,7
oracle_intervention_belief_revision,payload_shift_pick,physical_rule_violation,0.831349,0.067136,0.064372,0.848804,0.810732,0.036430,0.208700,0.038364,0.034346,0.002171,0.003342,0.008393,0.010889,0.003000,0.002565,0.001964,7
oracle_intervention_belief_revision,tool_use_correction,actuator_model_break,0.813492,0.072603,0.057564,0.841230,0.803851,0.039762,0.210449,0.038577,0.054722,0.004035,0.004266,0.007642,0.005881,0.002116,0.001656,0.002177,7
oracle_intervention_belief_revision,tool_use_correction,combined_intervention_stress,0.791667,0.073388,0.066557,0.839662,0.798376,0.043066,0.216745,0.042727,0.042423,0.003472,0.004682,0.005926,0.003552,0.002903,0.002536,0.003151,7
oracle_intervention_belief_revision,tool_use_correction,contact_precondition_failure,0.837302,0.066889,0.059998,0.830156,0.803346,0.041374,0.208771,0.039754,0.027681,0.002204,0.002449,0.005359,0.005121,0.003614,0.003027,0.001646,7
oracle_intervention_belief_revision,tool_use_correction,environment_change_intervention,0.811508,0.066837,0.063789,0.843252,0.801574,0.042577,0.211842,0.039904,0.034565,0.003642,0.002912,0.011939,0.006195,0.002329,0.002883,0.002091,7
oracle_intervention_belief_revision,tool_use_correction,false_human_hint,0.803571,0.065138,0.058611,0.846476,0.820325,0.037709,0.209050,0.036465,0.032225,0.005126,0.002549,0.009290,0.010155,0.002218,0.003407,0.002222,7
oracle_intervention_belief_revision,tool_use_correction,noisy_observation,0.825397,0.063645,0.057854,0.844862,0.813714,0.037254,0.207438,0.037705,0.025103,0.003933,0.002592,0.010426,0.005884,0.002138,0.001833,0.001438,7
oracle_intervention_belief_revision,tool_use_correction,nominal,0.873016,0.059520,0.053249,0.857278,0.821675,0.034679,0.198535,0.035591,0.026184,0.004650,0.003727,0.007696,0.002353,0.001911,0.002321,0.002542,7
oracle_intervention_belief_revision,tool_use_correction,physical_rule_violation,0.845238,0.067449,0.061017,0.854408,0.804207,0.039436,0.208530,0.038069,0.034856,0.004248,0.001545,0.006569,0.009529,0.002811,0.001927,0.002040,7
periodic_bayes_update,bin_packing_recovery,actuator_model_break,0.355159,0.310952,0.369563,0.309430,0.281400,0.138308,0.128507,0.132147,0.027129,0.003956,0.004612,0.004982,0.006124,0.002513,0.002635,0.002965,7
periodic_bayes_update,bin_packing_recovery,combined_intervention_stress,0.315476,0.333715,0.402388,0.286173,0.247878,0.147227,0.134193,0.144898,0.036481,0.004967,0.003384,0.008334,0.008731,0.002136,0.001901,0.001603,7
periodic_bayes_update,bin_packing_recovery,contact_precondition_failure,0.394841,0.310861,0.364676,0.319629,0.283970,0.133669,0.126564,0.129107,0.030207,0.005207,0.003677,0.008602,0.005397,0.001251,0.002454,0.002962,7
periodic_bayes_update,bin_packing_recovery,environment_change_intervention,0.392857,0.312472,0.376344,0.309174,0.276078,0.137574,0.129117,0.131050,0.054352,0.003311,0.004494,0.007971,0.007085,0.001936,0.002969,0.002868,7
periodic_bayes_update,bin_packing_recovery,false_human_hint,0.422619,0.299669,0.354510,0.328248,0.298660,0.129373,0.124566,0.121932,0.028400,0.005180,0.003942,0.008429,0.009215,0.002358,0.002670,0.003024,7
periodic_bayes_update,bin_packing_recovery,noisy_observation,0.456349,0.295657,0.345327,0.328102,0.304866,0.124123,0.121267,0.117935,0.034346,0.002703,0.004703,0.008975,0.005428,0.002929,0.003882,0.002058,7
periodic_bayes_update,bin_packing_recovery,nominal,0.480159,0.270324,0.316047,0.362137,0.330368,0.117077,0.114567,0.102858,0.051738,0.003439,0.003023,0.008464,0.006276,0.002277,0.002898,0.002401,7
periodic_bayes_update,bin_packing_recovery,physical_rule_violation,0.416667,0.305347,0.362466,0.320480,0.294603,0.134035,0.126213,0.125109,0.043653,0.003482,0.004865,0.003433,0.005788,0.001170,0.003232,0.002597,7
periodic_bayes_update,deformable_contact_replan,actuator_model_break,0.371032,0.311965,0.368539,0.312713,0.284313,0.136438,0.130480,0.131327,0.047043,0.003592,0.004777,0.004255,0.010549,0.002634,0.003682,0.002873,7
periodic_bayes_update,deformable_contact_replan,combined_intervention_stress,0.311508,0.333157,0.401457,0.289062,0.257725,0.147604,0.132240,0.145519,0.030207,0.001477,0.002506,0.009505,0.007758,0.002072,0.002304,0.001614,7
periodic_bayes_update,deformable_contact_replan,contact_precondition_failure,0.422619,0.309298,0.367861,0.318098,0.283962,0.133165,0.128638,0.129036,0.040663,0.003713,0.003845,0.006940,0.008119,0.001557,0.002418,0.001166,7
periodic_bayes_update,deformable_contact_replan,environment_change_intervention,0.388889,0.315394,0.374669,0.308373,0.276749,0.137414,0.132459,0.131380,0.014551,0.005404,0.004414,0.006578,0.005838,0.001820,0.003979,0.002199,7
periodic_bayes_update,deformable_contact_replan,false_human_hint,0.430556,0.294340,0.354442,0.323742,0.295393,0.127920,0.123718,0.123467,0.037098,0.003657,0.004599,0.008280,0.010387,0.002473,0.003719,0.001528,7
periodic_bayes_update,deformable_contact_replan,noisy_observation,0.434524,0.288764,0.346627,0.333769,0.309664,0.125813,0.123445,0.119503,0.026376,0.003965,0.002804,0.003261,0.005902,0.001734,0.001888,0.002454,7
periodic_bayes_update,deformable_contact_replan,nominal,0.484127,0.271952,0.315532,0.354093,0.334269,0.114292,0.119421,0.106025,0.043013,0.002003,0.002844,0.007618,0.005274,0.001872,0.002717,0.001527,7
periodic_bayes_update,deformable_contact_replan,physical_rule_violation,0.432540,0.303756,0.360932,0.309274,0.290186,0.132693,0.124178,0.124426,0.042184,0.002540,0.003108,0.012003,0.005565,0.001547,0.002393,0.002062,7
periodic_bayes_update,mobile_base_intervention,actuator_model_break,0.398810,0.307298,0.368132,0.315601,0.290146,0.136204,0.129071,0.132086,0.016499,0.002959,0.005748,0.010701,0.008905,0.001194,0.001982,0.002192,7
periodic_bayes_update,mobile_base_intervention,combined_intervention_stress,0.376984,0.330687,0.400510,0.285131,0.259640,0.147873,0.135508,0.146023,0.024078,0.002032,0.003680,0.007858,0.005826,0.001794,0.004189,0.001937,7
periodic_bayes_update,mobile_base_intervention,contact_precondition_failure,0.422619,0.305393,0.365029,0.316596,0.295035,0.132517,0.128911,0.126964,0.026471,0.003840,0.003563,0.005864,0.007616,0.002575,0.002551,0.002012,7
periodic_bayes_update,mobile_base_intervention,environment_change_intervention,0.384921,0.312873,0.373773,0.308690,0.283254,0.136013,0.127146,0.133427,0.025002,0.002645,0.003742,0.007205,0.007815,0.001925,0.002687,0.003896,7
periodic_bayes_update,mobile_base_intervention,false_human_hint,0.436508,0.293950,0.354910,0.329937,0.305243,0.129056,0.126837,0.122495,0.034051,0.003395,0.003335,0.007917,0.005602,0.003137,0.002340,0.001668,7
periodic_bayes_update,mobile_base_intervention,noisy_observation,0.480159,0.293492,0.343054,0.345031,0.309081,0.125282,0.126074,0.120436,0.051396,0.003036,0.003412,0.005007,0.005018,0.001963,0.003453,0.001606,7
periodic_bayes_update,mobile_base_intervention,nominal,0.500000,0.270219,0.315304,0.364512,0.343219,0.114855,0.118866,0.103715,0.031434,0.003174,0.004258,0.004989,0.008352,0.003554,0.001150,0.001881,7
periodic_bayes_update,mobile_base_intervention,physical_rule_violation,0.396825,0.302130,0.359437,0.317810,0.298147,0.130275,0.123509,0.128292,0.062263,0.002557,0.002778,0.009361,0.001204,0.001403,0.003933,0.002607,7
periodic_bayes_update,occluded_drawer_recovery,actuator_model_break,0.402778,0.303447,0.364469,0.319410,0.285134,0.133567,0.127183,0.129452,0.044055,0.002712,0.004544,0.004511,0.006586,0.001185,0.002974,0.002452,7
periodic_bayes_update,occluded_drawer_recovery,combined_intervention_stress,0.319444,0.330994,0.398068,0.286135,0.255757,0.147155,0.135008,0.145761,0.056978,0.004422,0.003178,0.005464,0.009487,0.002190,0.003989,0.002351,7
periodic_bayes_update,occluded_drawer_recovery,contact_precondition_failure,0.444444,0.307227,0.362529,0.317200,0.294459,0.131502,0.127934,0.127212,0.060580,0.003631,0.001236,0.008073,0.007539,0.002036,0.003938,0.003045,7
periodic_bayes_update,occluded_drawer_recovery,environment_change_intervention,0.371032,0.311901,0.372176,0.322429,0.281519,0.135303,0.129245,0.131991,0.016499,0.003554,0.002826,0.006565,0.005007,0.002109,0.004180,0.002227,7
periodic_bayes_update,occluded_drawer_recovery,false_human_hint,0.470238,0.294917,0.346051,0.331638,0.307011,0.127406,0.124527,0.123780,0.039147,0.003291,0.002255,0.008256,0.006704,0.001736,0.002007,0.001392,7
periodic_bayes_update,occluded_drawer_recovery,noisy_observation,0.468254,0.290577,0.347081,0.335964,0.313138,0.124754,0.126032,0.119026,0.049242,0.004344,0.004141,0.008537,0.005683,0.001990,0.003565,0.002442,7
periodic_bayes_update,occluded_drawer_recovery,nominal,0.494048,0.270879,0.314204,0.354861,0.347889,0.112464,0.117088,0.105010,0.043188,0.005975,0.002571,0.010509,0.006881,0.001654,0.002883,0.002352,7
periodic_bayes_update,occluded_drawer_recovery,physical_rule_violation,0.442460,0.301113,0.358105,0.328729,0.295769,0.133265,0.128033,0.126723,0.044623,0.002583,0.001446,0.005223,0.007248,0.001528,0.003315,0.001637,7
periodic_bayes_update,payload_shift_pick,actuator_model_break,0.420635,0.304831,0.371635,0.317937,0.286250,0.135415,0.131163,0.130317,0.035994,0.006164,0.004322,0.004259,0.005146,0.002176,0.003381,0.001288,7
periodic_bayes_update,payload_shift_pick,combined_intervention_stress,0.311508,0.336143,0.395906,0.284353,0.263698,0.147215,0.133672,0.146370,0.033529,0.002420,0.004216,0.005469,0.005240,0.001728,0.002931,0.002961,7
periodic_bayes_update,payload_shift_pick,contact_precondition_failure,0.398810,0.305241,0.366179,0.315499,0.294002,0.133972,0.128290,0.128917,0.061077,0.002690,0.003504,0.004396,0.008425,0.002650,0.001976,0.001492,7
periodic_bayes_update,payload_shift_pick,environment_change_intervention,0.392857,0.313390,0.372408,0.313685,0.279242,0.136770,0.130609,0.134024,0.046667,0.003908,0.002903,0.005155,0.009102,0.001564,0.002635,0.003092,7
periodic_bayes_update,payload_shift_pick,false_human_hint,0.434524,0.295737,0.348769,0.326630,0.302791,0.127049,0.127372,0.122175,0.034492,0.006590,0.004788,0.007621,0.006232,0.002252,0.002510,0.001025,7
periodic_bayes_update,payload_shift_pick,noisy_observation,0.438492,0.291418,0.343263,0.337036,0.307931,0.125713,0.123445,0.119173,0.035072,0.003911,0.001469,0.005374,0.009171,0.002239,0.002674,0.002374,7
periodic_bayes_update,payload_shift_pick,nominal,0.484127,0.272109,0.313554,0.366128,0.337794,0.115031,0.116290,0.107571,0.029955,0.002767,0.003826,0.010565,0.007682,0.001801,0.004042,0.003104,7
periodic_bayes_update,payload_shift_pick,physical_rule_violation,0.440476,0.299540,0.358319,0.320236,0.295080,0.132986,0.125278,0.125838,0.035000,0.002132,0.003280,0.007238,0.004426,0.001783,0.002496,0.001260,7
periodic_bayes_update,tool_use_correction,actuator_model_break,0.380952,0.308925,0.370242,0.315910,0.285020,0.136866,0.128009,0.128793,0.025796,0.004150,0.002910,0.007119,0.006448,0.001537,0.005420,0.001760,7
periodic_bayes_update,tool_use_correction,combined_intervention_stress,0.321429,0.332589,0.401093,0.283679,0.261058,0.147602,0.135604,0.145938,0.038694,0.003352,0.003996,0.009350,0.007331,0.002349,0.003280,0.002162,7
periodic_bayes_update,tool_use_correction,contact_precondition_failure,0.426587,0.305003,0.369158,0.316406,0.288616,0.133472,0.128650,0.127579,0.053699,0.003111,0.003073,0.006662,0.002421,0.002631,0.002291,0.002500,7
periodic_bayes_update,tool_use_correction,environment_change_intervention,0.361111,0.314742,0.371837,0.303540,0.282149,0.136331,0.126856,0.132496,0.029102,0.005139,0.004173,0.011043,0.008185,0.002844,0.004140,0.003322,7
periodic_bayes_update,tool_use_correction,false_human_hint,0.490079,0.294581,0.351405,0.333942,0.297626,0.127981,0.122332,0.123903,0.049599,0.002876,0.004150,0.008089,0.004129,0.002226,0.003469,0.001655,7
periodic_bayes_update,tool_use_correction,noisy_observation,0.440476,0.288439,0.347927,0.334116,0.306678,0.124790,0.124608,0.118464,0.048883,0.002655,0.004886,0.008532,0.004877,0.002304,0.002327,0.002274,7
periodic_bayes_update,tool_use_correction,nominal,0.531746,0.271344,0.315571,0.357044,0.338117,0.113260,0.118643,0.106581,0.030123,0.003154,0.001486,0.008709,0.007893,0.002158,0.002841,0.001755,7
periodic_bayes_update,tool_use_correction,physical_rule_violation,0.470238,0.305905,0.361705,0.320822,0.306354,0.130623,0.126096,0.126238,0.039595,0.002236,0.002785,0.002836,0.006886,0.002464,0.002585,0.002202,7
proposed_intervention_violation_revision,bin_packing_recovery,actuator_model_break,0.706349,0.128272,0.120810,0.705440,0.676617,0.061620,0.262515,0.061180,0.056801,0.005821,0.002653,0.006225,0.007964,0.003005,0.002917,0.002494,7
proposed_intervention_violation_revision,bin_packing_recovery,combined_intervention_stress,0.680556,0.141970,0.134273,0.682797,0.664758,0.065809,0.271185,0.065183,0.028489,0.004349,0.004666,0.005113,0.009087,0.002346,0.001733,0.001519,7
proposed_intervention_violation_revision,bin_packing_recovery,contact_precondition_failure,0.680556,0.129425,0.121924,0.705442,0.677216,0.061059,0.262349,0.058236,0.053463,0.004387,0.003270,0.002149,0.004879,0.001494,0.002655,0.001607,7
proposed_intervention_violation_revision,bin_packing_recovery,environment_change_intervention,0.686508,0.130559,0.120774,0.703235,0.670598,0.061608,0.262513,0.061135,0.051396,0.002764,0.004712,0.010733,0.005603,0.002964,0.003193,0.000914,7
proposed_intervention_violation_revision,bin_packing_recovery,false_human_hint,0.710317,0.123752,0.114546,0.714558,0.685786,0.057592,0.255559,0.057429,0.037771,0.005297,0.004542,0.007770,0.004306,0.001740,0.003128,0.001230,7
proposed_intervention_violation_revision,bin_packing_recovery,noisy_observation,0.734127,0.117258,0.113560,0.722952,0.694606,0.055752,0.253999,0.052784,0.038694,0.003969,0.002130,0.005986,0.009757,0.002254,0.003699,0.002244,7
proposed_intervention_violation_revision,bin_packing_recovery,nominal,0.765873,0.110659,0.096864,0.730322,0.703594,0.051698,0.244194,0.048668,0.032225,0.003207,0.004975,0.006891,0.008340,0.002458,0.003116,0.002473,7
proposed_intervention_violation_revision,bin_packing_recovery,physical_rule_violation,0.726190,0.127522,0.120948,0.704483,0.679921,0.059772,0.259453,0.056549,0.045904,0.003252,0.001923,0.006282,0.003727,0.002124,0.001824,0.002468,7
proposed_intervention_violation_revision,deformable_contact_replan,actuator_model_break,0.708333,0.130818,0.122156,0.712557,0.675854,0.060412,0.263230,0.059319,0.047150,0.003154,0.003312,0.003841,0.003975,0.001986,0.003870,0.001807,7
proposed_intervention_violation_revision,deformable_contact_replan,combined_intervention_stress,0.628968,0.142949,0.134718,0.684558,0.657226,0.066346,0.272086,0.064450,0.029532,0.002469,0.003005,0.007821,0.003098,0.003039,0.002810,0.001825,7
proposed_intervention_violation_revision,deformable_contact_replan,contact_precondition_failure,0.714286,0.128711,0.120949,0.710076,0.678914,0.061120,0.262687,0.059565,0.061979,0.002394,0.002699,0.004267,0.008087,0.002165,0.001301,0.001758,7
proposed_intervention_violation_revision,deformable_contact_replan,environment_change_intervention,0.726190,0.131511,0.124211,0.700931,0.678759,0.061554,0.260689,0.060119,0.042304,0.002896,0.003596,0.006228,0.005322,0.002251,0.003474,0.002094,7
proposed_intervention_violation_revision,deformable_contact_replan,false_human_hint,0.688492,0.120173,0.113286,0.715301,0.685171,0.058237,0.256870,0.055409,0.046341,0.001611,0.002795,0.008777,0.006104,0.001515,0.002640,0.002319,7
proposed_intervention_violation_revision,deformable_contact_replan,noisy_observation,0.744048,0.116727,0.110757,0.720642,0.686917,0.056410,0.255753,0.055067,0.037030,0.003866,0.001616,0.006453,0.002242,0.001558,0.003390,0.002440,7
proposed_intervention_violation_revision,deformable_contact_replan,nominal,0.793651,0.109547,0.098829,0.731837,0.710807,0.053658,0.243124,0.050335,0.037771,0.005070,0.005399,0.005762,0.007564,0.001993,0.004044,0.001598,7
proposed_intervention_violation_revision,deformable_contact_replan,physical_rule_violation,0.722222,0.126010,0.119725,0.714864,0.672780,0.058829,0.256232,0.058207,0.023762,0.003810,0.004141,0.006694,0.005106,0.001506,0.002561,0.002793,7
proposed_intervention_violation_revision,mobile_base_intervention,actuator_model_break,0.734127,0.128997,0.121648,0.720561,0.680177,0.060042,0.263199,0.059637,0.051592,0.003716,0.004478,0.004641,0.002903,0.001558,0.001941,0.001102,7
proposed_intervention_violation_revision,mobile_base_intervention,combined_intervention_stress,0.706349,0.146267,0.132417,0.691068,0.662356,0.068158,0.273073,0.065197,0.043826,0.002579,0.003762,0.006428,0.008214,0.002102,0.004056,0.002334,7
proposed_intervention_violation_revision,mobile_base_intervention,contact_precondition_failure,0.726190,0.131788,0.118776,0.710910,0.684541,0.059970,0.260346,0.058446,0.057199,0.002723,0.004840,0.006439,0.009370,0.001968,0.003981,0.002343,7
proposed_intervention_violation_revision,mobile_base_intervention,environment_change_intervention,0.684524,0.131876,0.120852,0.705928,0.680609,0.060447,0.262337,0.060246,0.022787,0.005482,0.002913,0.009460,0.010328,0.001561,0.002389,0.003266,7
proposed_intervention_violation_revision,mobile_base_intervention,false_human_hint,0.710317,0.119785,0.117796,0.722636,0.687794,0.057772,0.261436,0.058157,0.044226,0.002141,0.003214,0.005585,0.004054,0.002420,0.002139,0.002658,7
proposed_intervention_violation_revision,mobile_base_intervention,noisy_observation,0.755952,0.119413,0.109571,0.722175,0.697023,0.055839,0.252417,0.053492,0.030785,0.002737,0.001777,0.006599,0.009824,0.001902,0.003241,0.002755,7
proposed_intervention_violation_revision,mobile_base_intervention,nominal,0.765873,0.107124,0.099912,0.739374,0.709020,0.049615,0.243525,0.048826,0.032225,0.003305,0.002377,0.008614,0.008509,0.003265,0.002166,0.002136,7
proposed_intervention_violation_revision,mobile_base_intervention,physical_rule_violation,0.763889,0.126397,0.114054,0.713258,0.684870,0.058312,0.261143,0.057501,0.039404,0.001997,0.006099,0.009588,0.003570,0.001395,0.001357,0.001969,7
proposed_intervention_violation_revision,occluded_drawer_recovery,actuator_model_break,0.750000,0.130302,0.115361,0.713412,0.680688,0.060033,0.263418,0.056715,0.027863,0.002100,0.004877,0.006832,0.006570,0.002629,0.004011,0.002163,7
proposed_intervention_violation_revision,occluded_drawer_recovery,combined_intervention_stress,0.716270,0.142285,0.129974,0.697143,0.665705,0.064852,0.270383,0.065208,0.049293,0.003704,0.003849,0.009230,0.007089,0.001808,0.002500,0.002093,7
proposed_intervention_violation_revision,occluded_drawer_recovery,contact_precondition_failure,0.761905,0.125791,0.120117,0.715089,0.686867,0.059847,0.258290,0.060189,0.035358,0.004441,0.004354,0.004750,0.008480,0.001048,0.001907,0.001100,7
proposed_intervention_violation_revision,occluded_drawer_recovery,environment_change_intervention,0.702381,0.130402,0.120244,0.707699,0.679286,0.061509,0.262349,0.062050,0.046721,0.004049,0.003857,0.008006,0.007496,0.001599,0.003261,0.002402,7
proposed_intervention_violation_revision,occluded_drawer_recovery,false_human_hint,0.761905,0.124573,0.114509,0.725581,0.693050,0.056827,0.257958,0.057356,0.041764,0.003330,0.004701,0.004391,0.010301,0.002148,0.003463,0.002011,7
proposed_intervention_violation_revision,occluded_drawer_recovery,noisy_observation,0.722222,0.115132,0.110175,0.724180,0.696909,0.054780,0.255022,0.052390,0.035642,0.002375,0.003172,0.011490,0.005106,0.001367,0.002870,0.001883,7
proposed_intervention_violation_revision,occluded_drawer_recovery,nominal,0.775794,0.106344,0.100067,0.739839,0.711814,0.050912,0.248492,0.048605,0.023333,0.002959,0.004310,0.007451,0.007782,0.002871,0.000986,0.002027,7
proposed_intervention_violation_revision,occluded_drawer_recovery,physical_rule_violation,0.753968,0.124163,0.115462,0.717119,0.683120,0.058129,0.256727,0.058331,0.031832,0.003218,0.003344,0.007735,0.006757,0.002557,0.002901,0.001097,7
proposed_intervention_violation_revision,payload_shift_pick,actuator_model_break,0.726190,0.132566,0.119255,0.704163,0.670463,0.059052,0.262415,0.057696,0.051347,0.003303,0.003813,0.013089,0.007565,0.001689,0.003773,0.002982,7
