method,task,regime,split,seed,episodes,success_rate,false_revision_rate,missed_violation_rate,belief_consistency,recovery_success,damage_rate,intervention_cost,calibration_error
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,2,72,0.569444,0.237110,0.265769,0.457819,0.485694,0.107939,0.307570,0.092816
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,3,72,0.625000,0.253512,0.268693,0.453147,0.470169,0.106764,0.300294,0.095459
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,4,72,0.458333,0.244871,0.271880,0.453303,0.480110,0.097711,0.311338,0.088351
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,5,72,0.541667,0.247992,0.257835,0.468367,0.457796,0.105536,0.311328,0.092702
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,6,72,0.527778,0.238033,0.262833,0.457390,0.475687,0.100705,0.307166,0.092441
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,0,72,0.541667,0.264354,0.279515,0.425594,0.458472,0.106195,0.323412,0.100974
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,1,72,0.527778,0.260541,0.288529,0.442665,0.448818,0.109356,0.315483,0.100875
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,2,72,0.513889,0.258402,0.281788,0.443121,0.447304,0.105981,0.319061,0.097025
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,3,72,0.430556,0.264291,0.281239,0.438041,0.446354,0.108307,0.317477,0.099804
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,4,72,0.444444,0.261862,0.287864,0.445985,0.453904,0.114351,0.323242,0.100518
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,5,72,0.416667,0.256780,0.278769,0.445855,0.454633,0.105048,0.316852,0.098118
failure_aware_rl_recovery,bin_packing_recovery,combined_intervention_stress,combined_stress,6,72,0.486111,0.258369,0.291167,0.441494,0.460679,0.111126,0.317471,0.099567
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,0,72,0.861111,0.154704,0.149343,0.569301,0.620971,0.068149,0.343680,0.046874
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,1,72,0.833333,0.158911,0.142611,0.573067,0.587763,0.067121,0.347944,0.059507
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,2,72,0.722222,0.159450,0.163502,0.580592,0.596048,0.064410,0.343875,0.054310
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,3,72,0.708333,0.155597,0.153641,0.571628,0.601408,0.068344,0.348494,0.055547
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,4,72,0.777778,0.155604,0.140977,0.594515,0.600825,0.071723,0.347779,0.055396
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,5,72,0.805556,0.152221,0.155791,0.576104,0.599729,0.065923,0.344925,0.054956
human_intervention_revision,occluded_drawer_recovery,nominal,in_distribution,6,72,0.750000,0.154857,0.151190,0.583206,0.592668,0.068099,0.343331,0.051917
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,0,72,0.763889,0.169130,0.163496,0.573060,0.570504,0.077107,0.353244,0.064719
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,1,72,0.694444,0.179965,0.159606,0.562367,0.565153,0.068419,0.361050,0.064790
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,2,72,0.652778,0.170738,0.176688,0.552897,0.581710,0.067567,0.361125,0.057967
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,3,72,0.805556,0.176199,0.164885,0.566238,0.587228,0.068617,0.355521,0.059172
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,4,72,0.805556,0.180828,0.165102,0.569385,0.576125,0.071116,0.359510,0.060499
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,5,72,0.694444,0.171463,0.162177,0.579413,0.568048,0.071339,0.351164,0.059480
human_intervention_revision,occluded_drawer_recovery,nominal,new_operator_interventions,6,72,0.722222,0.172672,0.162818,0.562677,0.574742,0.073890,0.349459,0.056284
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,0,72,0.638889,0.194312,0.170762,0.537506,0.560453,0.072192,0.365673,0.071178
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,1,72,0.777778,0.189161,0.181150,0.529235,0.576301,0.074694,0.367475,0.062986
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,2,72,0.638889,0.187005,0.183154,0.551205,0.532028,0.075357,0.374228,0.064140
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,3,72,0.722222,0.196414,0.169275,0.544794,0.550260,0.074223,0.366352,0.068355
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,4,72,0.750000,0.191368,0.182097,0.549165,0.565113,0.070136,0.364692,0.060767
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,5,72,0.708333,0.190543,0.182641,0.542242,0.561908,0.074647,0.365690,0.064017
human_intervention_revision,occluded_drawer_recovery,nominal,sparse_feedback,6,72,0.819444,0.183792,0.175254,0.535269,0.559456,0.075971,0.365761,0.066990
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,0,72,0.736111,0.157828,0.141788,0.559789,0.584025,0.071565,0.355142,0.057811
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,1,72,0.694444,0.169136,0.166401,0.564341,0.581622,0.071802,0.356886,0.062233
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,2,72,0.722222,0.169618,0.151763,0.557480,0.579357,0.072024,0.349160,0.061098
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,3,72,0.583333,0.170314,0.163377,0.544201,0.574974,0.068182,0.355912,0.061957
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,4,72,0.722222,0.177616,0.161533,0.562462,0.584068,0.065449,0.354489,0.055015
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,5,72,0.777778,0.175109,0.167184,0.549663,0.576443,0.076610,0.354629,0.062316
human_intervention_revision,occluded_drawer_recovery,nominal,long_horizon_recovery,6,72,0.763889,0.174808,0.163322,0.557631,0.575354,0.070714,0.355112,0.056782
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,0,72,0.763889,0.191562,0.181460,0.549810,0.570313,0.073024,0.364727,0.064933
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,1,72,0.680556,0.205127,0.188272,0.549875,0.576152,0.075585,0.366488,0.069281
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,2,72,0.666667,0.196112,0.177429,0.526218,0.544422,0.076142,0.375490,0.070648
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,3,72,0.680556,0.196790,0.182348,0.544047,0.557009,0.074198,0.368978,0.071486
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,4,72,0.638889,0.186135,0.182567,0.558614,0.549309,0.078472,0.365935,0.070857
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,5,72,0.680556,0.197347,0.173859,0.533349,0.562233,0.072265,0.368914,0.070886
human_intervention_revision,occluded_drawer_recovery,nominal,combined_stress,6,72,0.666667,0.191443,0.181519,0.541079,0.547992,0.076225,0.378866,0.065455
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,0,72,0.791667,0.172372,0.170964,0.569882,0.553251,0.073736,0.367700,0.065072
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,1,72,0.763889,0.175361,0.166690,0.557721,0.572217,0.080094,0.358076,0.063693
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,2,72,0.736111,0.167327,0.167248,0.573806,0.555497,0.070702,0.358150,0.058963
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,3,72,0.680556,0.175531,0.168370,0.541541,0.569726,0.077111,0.359911,0.064439
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,4,72,0.777778,0.170117,0.171745,0.562127,0.590990,0.071020,0.358557,0.057493
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,5,72,0.736111,0.168932,0.173837,0.566017,0.573414,0.073046,0.359757,0.061082
human_intervention_revision,occluded_drawer_recovery,noisy_observation,in_distribution,6,72,0.694444,0.171514,0.161885,0.548180,0.566377,0.073815,0.358197,0.067028
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,0,72,0.763889,0.192520,0.179116,0.530209,0.564173,0.073603,0.372456,0.067202
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,1,72,0.708333,0.184366,0.180041,0.522914,0.551945,0.076683,0.368368,0.069216
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,2,72,0.708333,0.194038,0.190260,0.544468,0.562791,0.077916,0.368699,0.068487
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,3,72,0.708333,0.194092,0.187222,0.535216,0.560080,0.073518,0.375980,0.068190
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,4,72,0.722222,0.192998,0.186645,0.538401,0.554096,0.080902,0.368557,0.064391
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,5,72,0.694444,0.197944,0.185080,0.539755,0.551405,0.075290,0.367404,0.066465
human_intervention_revision,occluded_drawer_recovery,noisy_observation,new_operator_interventions,6,72,0.708333,0.182535,0.179933,0.537223,0.557526,0.075693,0.364733,0.070778
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,0,72,0.680556,0.214815,0.199219,0.531744,0.556117,0.084686,0.382945,0.074962
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,1,72,0.680556,0.210099,0.190440,0.530078,0.534981,0.083691,0.382266,0.077259
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,2,72,0.708333,0.215017,0.201852,0.535450,0.552250,0.084540,0.379842,0.071789
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,3,72,0.680556,0.208360,0.190414,0.532293,0.553905,0.076954,0.379306,0.076578
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,4,72,0.680556,0.208145,0.204142,0.531494,0.549746,0.081644,0.380641,0.079624
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,5,72,0.708333,0.206820,0.197106,0.532076,0.530496,0.076624,0.387349,0.075454
human_intervention_revision,occluded_drawer_recovery,noisy_observation,sparse_feedback,6,72,0.666667,0.212152,0.192282,0.527968,0.538952,0.081735,0.388392,0.076027
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,0,72,0.638889,0.186876,0.181728,0.544156,0.575562,0.079926,0.369309,0.070567
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,1,72,0.638889,0.201225,0.179660,0.545638,0.569136,0.076028,0.373024,0.069249
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,2,72,0.736111,0.189672,0.180468,0.545821,0.550875,0.078512,0.372963,0.067859
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,3,72,0.597222,0.186733,0.172314,0.551829,0.562559,0.080069,0.371699,0.069381
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,4,72,0.680556,0.184427,0.178263,0.557041,0.571003,0.071876,0.369465,0.070701
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,5,72,0.722222,0.200361,0.176602,0.528773,0.559032,0.080121,0.369065,0.068407
human_intervention_revision,occluded_drawer_recovery,noisy_observation,long_horizon_recovery,6,72,0.666667,0.188292,0.187699,0.552024,0.551162,0.078336,0.370190,0.062516
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,0,72,0.763889,0.214052,0.198603,0.525872,0.543448,0.083604,0.380998,0.067650
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,1,72,0.736111,0.210198,0.197362,0.517823,0.549808,0.080835,0.382236,0.069562
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,2,72,0.722222,0.212770,0.207880,0.520179,0.532611,0.077089,0.385278,0.077456
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,3,72,0.666667,0.216763,0.198444,0.520884,0.547384,0.079321,0.388908,0.076830
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,4,72,0.736111,0.214100,0.202682,0.551337,0.542819,0.079740,0.386809,0.070018
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,5,72,0.611111,0.204450,0.195147,0.525473,0.534938,0.080675,0.392349,0.074546
human_intervention_revision,occluded_drawer_recovery,noisy_observation,combined_stress,6,72,0.777778,0.209585,0.198877,0.515707,0.553292,0.079323,0.380753,0.079595
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,0,72,0.722222,0.179701,0.169905,0.572613,0.586693,0.073366,0.362997,0.065796
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,1,72,0.666667,0.171212,0.178631,0.539659,0.568358,0.074443,0.372228,0.064066
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,2,72,0.680556,0.181988,0.154411,0.554227,0.586144,0.077296,0.357076,0.065846
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,3,72,0.666667,0.177690,0.170905,0.566400,0.575297,0.077000,0.363595,0.063698
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,4,72,0.722222,0.172297,0.161874,0.554903,0.558429,0.073701,0.358715,0.065424
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,5,72,0.736111,0.174983,0.174313,0.570905,0.562774,0.077541,0.362317,0.062924
human_intervention_revision,occluded_drawer_recovery,false_human_hint,in_distribution,6,72,0.708333,0.174611,0.168465,0.567044,0.563094,0.074096,0.360132,0.069022
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,0,72,0.694444,0.193427,0.194058,0.540246,0.543254,0.081694,0.382428,0.066655
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,1,72,0.500000,0.192746,0.179347,0.535956,0.543803,0.080080,0.373633,0.069173
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,2,72,0.708333,0.202664,0.187202,0.532746,0.544542,0.075890,0.380985,0.073213
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,3,72,0.638889,0.194472,0.189662,0.544895,0.531502,0.071592,0.386109,0.076123
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,4,72,0.708333,0.194542,0.192294,0.524091,0.543617,0.081830,0.377904,0.068633
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,5,72,0.597222,0.200367,0.184822,0.560050,0.568567,0.078119,0.371965,0.071223
human_intervention_revision,occluded_drawer_recovery,false_human_hint,new_operator_interventions,6,72,0.652778,0.204434,0.189487,0.533096,0.550755,0.082993,0.378681,0.070028
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,0,72,0.694444,0.207271,0.204956,0.526539,0.544310,0.080606,0.386288,0.075236
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,1,72,0.583333,0.200814,0.207897,0.517507,0.522692,0.083178,0.383586,0.076641
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,2,72,0.666667,0.218369,0.197759,0.514966,0.535104,0.077545,0.387938,0.074965
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,3,72,0.583333,0.208766,0.211438,0.526776,0.547558,0.083593,0.388541,0.077367
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,4,72,0.694444,0.211867,0.193964,0.510874,0.539158,0.085728,0.388682,0.072498
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,5,72,0.625000,0.214409,0.197306,0.516407,0.544843,0.085467,0.381699,0.073783
human_intervention_revision,occluded_drawer_recovery,false_human_hint,sparse_feedback,6,72,0.750000,0.213574,0.208719,0.518248,0.514483,0.081139,0.381504,0.076412
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,0,72,0.680556,0.195872,0.194992,0.525395,0.541669,0.074645,0.374271,0.070729
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,1,72,0.694444,0.188602,0.175229,0.540706,0.546223,0.077168,0.372542,0.068785
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,2,72,0.763889,0.196169,0.190132,0.544443,0.581678,0.083482,0.378238,0.069523
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,3,72,0.541667,0.196821,0.185983,0.531925,0.541422,0.076092,0.378724,0.074512
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,4,72,0.708333,0.197105,0.189044,0.531687,0.537515,0.078359,0.376884,0.069461
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,5,72,0.652778,0.200397,0.187425,0.517004,0.544389,0.082519,0.374361,0.065519
human_intervention_revision,occluded_drawer_recovery,false_human_hint,long_horizon_recovery,6,72,0.611111,0.201761,0.182486,0.537726,0.572321,0.080813,0.368467,0.070908
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,0,72,0.680556,0.217875,0.202532,0.518215,0.525223,0.082056,0.388337,0.078657
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,1,72,0.652778,0.214559,0.197667,0.523287,0.539328,0.084556,0.394092,0.076574
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,2,72,0.652778,0.214669,0.202000,0.522861,0.548822,0.087570,0.388531,0.078065
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,3,72,0.555556,0.216454,0.199576,0.523728,0.536651,0.081428,0.382666,0.081404
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,4,72,0.611111,0.214250,0.202808,0.500217,0.518812,0.088275,0.391697,0.079629
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,5,72,0.694444,0.213515,0.211318,0.519186,0.525080,0.078719,0.393544,0.069410
human_intervention_revision,occluded_drawer_recovery,false_human_hint,combined_stress,6,72,0.472222,0.214367,0.205454,0.510817,0.525643,0.080174,0.393420,0.071341
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,0,72,0.763889,0.181959,0.181622,0.540391,0.568475,0.074816,0.369073,0.067511
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,1,72,0.652778,0.181087,0.179644,0.541173,0.553777,0.079063,0.364620,0.059468
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,2,72,0.680556,0.180778,0.171368,0.540114,0.575024,0.079866,0.373402,0.067304
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,3,72,0.736111,0.185901,0.180058,0.544499,0.582142,0.077511,0.368910,0.060765
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,4,72,0.777778,0.173966,0.172139,0.561742,0.569049,0.074653,0.365010,0.063088
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,5,72,0.694444,0.196051,0.167048,0.553746,0.570036,0.079041,0.368739,0.066572
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,in_distribution,6,72,0.680556,0.192549,0.176416,0.542603,0.562249,0.078954,0.368014,0.064004
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,0,72,0.777778,0.202283,0.191541,0.543389,0.564134,0.078721,0.381666,0.070164
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,1,72,0.666667,0.205835,0.184653,0.516664,0.545402,0.084361,0.376248,0.072370
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,2,72,0.597222,0.195713,0.196538,0.528556,0.525460,0.079098,0.380979,0.072573
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,3,72,0.638889,0.204806,0.192960,0.537558,0.536970,0.077703,0.388089,0.070311
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,4,72,0.666667,0.207738,0.187734,0.517673,0.532323,0.086493,0.379301,0.074215
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,5,72,0.722222,0.200058,0.189479,0.527327,0.558901,0.079408,0.379624,0.071122
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,new_operator_interventions,6,72,0.805556,0.202721,0.191099,0.509415,0.548212,0.084081,0.380795,0.071120
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,0,72,0.597222,0.213562,0.218084,0.518972,0.534752,0.088356,0.401103,0.074916
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,1,72,0.597222,0.216940,0.200117,0.523733,0.536003,0.089426,0.393892,0.081533
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,2,72,0.597222,0.220798,0.206249,0.530185,0.536094,0.084682,0.394638,0.081305
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,3,72,0.763889,0.218732,0.202929,0.526033,0.533852,0.087057,0.383875,0.080895
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,4,72,0.513889,0.219918,0.218683,0.532816,0.516377,0.083298,0.393767,0.076600
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,5,72,0.569444,0.217629,0.210092,0.513527,0.530591,0.079727,0.388683,0.078533
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,sparse_feedback,6,72,0.722222,0.224632,0.201515,0.527232,0.525839,0.083419,0.393370,0.080246
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,0,72,0.652778,0.196219,0.187353,0.543004,0.534063,0.080205,0.370764,0.075098
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,1,72,0.513889,0.203468,0.200853,0.538885,0.558150,0.076316,0.371427,0.071620
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,2,72,0.583333,0.207405,0.196807,0.513317,0.557567,0.078542,0.373464,0.070282
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,3,72,0.652778,0.200423,0.193338,0.526375,0.541689,0.082045,0.375993,0.070790
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,4,72,0.652778,0.200913,0.179606,0.537895,0.547930,0.079153,0.380239,0.072542
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,5,72,0.569444,0.200062,0.189122,0.549894,0.537727,0.076704,0.374582,0.070998
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,long_horizon_recovery,6,72,0.500000,0.205801,0.186034,0.538361,0.559726,0.082178,0.376037,0.072582
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,0,72,0.680556,0.217913,0.206630,0.517884,0.523124,0.092108,0.395612,0.073802
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,1,72,0.652778,0.218419,0.208683,0.517589,0.514259,0.085535,0.397512,0.082012
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,2,72,0.625000,0.220729,0.204607,0.516707,0.542977,0.086479,0.392689,0.078897
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,3,72,0.638889,0.219380,0.210658,0.503548,0.521525,0.089660,0.389872,0.077262
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,4,72,0.541667,0.224055,0.210106,0.508929,0.526721,0.081982,0.398812,0.072749
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,5,72,0.611111,0.225837,0.212065,0.508551,0.543365,0.085426,0.392595,0.078092
human_intervention_revision,occluded_drawer_recovery,physical_rule_violation,combined_stress,6,72,0.680556,0.218100,0.208106,0.497898,0.527811,0.082297,0.395637,0.082487
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,0,72,0.694444,0.188649,0.178551,0.552850,0.570117,0.076247,0.376330,0.071769
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,1,72,0.638889,0.188611,0.182423,0.536888,0.525946,0.075658,0.375247,0.071123
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,2,72,0.680556,0.195581,0.183673,0.545526,0.560480,0.079128,0.367522,0.065464
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,3,72,0.611111,0.197597,0.165530,0.556681,0.549995,0.074736,0.367743,0.065642
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,4,72,0.680556,0.185023,0.171492,0.544104,0.556872,0.077258,0.369315,0.069635
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,5,72,0.791667,0.186979,0.180297,0.560138,0.556004,0.078099,0.368877,0.066776
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,in_distribution,6,72,0.708333,0.178236,0.182484,0.534744,0.564504,0.076025,0.377043,0.071406
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,0,72,0.736111,0.210472,0.196812,0.507221,0.555827,0.084392,0.383531,0.077743
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,1,72,0.722222,0.211184,0.189672,0.522459,0.536482,0.089323,0.395353,0.073000
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,2,72,0.638889,0.208927,0.187590,0.534795,0.537609,0.090947,0.384045,0.074615
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,3,72,0.638889,0.216325,0.201553,0.532334,0.536717,0.083787,0.381206,0.074633
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,4,72,0.611111,0.209465,0.190695,0.528278,0.546792,0.085719,0.378978,0.075942
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,5,72,0.638889,0.200209,0.194812,0.532677,0.537881,0.086591,0.387389,0.075537
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,new_operator_interventions,6,72,0.625000,0.205914,0.202091,0.524272,0.547837,0.082671,0.387224,0.073932
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,0,72,0.611111,0.219531,0.205506,0.508735,0.524457,0.089885,0.395667,0.082165
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,1,72,0.708333,0.222414,0.204014,0.514306,0.525028,0.085663,0.399956,0.084306
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,2,72,0.694444,0.218427,0.206544,0.496432,0.527910,0.086498,0.397370,0.076563
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,3,72,0.708333,0.223372,0.211309,0.506605,0.526893,0.086108,0.401067,0.075984
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,4,72,0.625000,0.210994,0.204828,0.495758,0.538418,0.088915,0.395666,0.076269
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,5,72,0.611111,0.222841,0.217263,0.513125,0.518404,0.089241,0.393181,0.078850
human_intervention_revision,occluded_drawer_recovery,contact_precondition_failure,sparse_feedback,6,72,0.694444,0.221568,0.212169,0.492446,0.526192,0.081322,0.398078,0.084092
