variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5700,0.4300,0.0146
observed_only_behavior_clone,nominal,1,600,0.5783,0.4217,0.0045
observed_only_behavior_clone,nominal,2,600,0.6083,0.3917,0.0067
observed_only_behavior_clone,nominal,3,600,0.5900,0.4100,0.0125
observed_only_behavior_clone,nominal,4,600,0.6283,0.3717,0.0308
observed_only_behavior_clone,nominal,5,600,0.5950,0.4050,0.0022
observed_only_behavior_clone,nominal,6,600,0.5800,0.4200,0.0051
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4083,0.5917,0.0035
observed_only_behavior_clone,hidden_mode_shift,1,600,0.3617,0.6383,0.0415
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4033,0.5967,0.0186
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4367,0.5633,0.0139
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4117,0.5883,0.0061
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4233,0.5767,0.0102
observed_only_behavior_clone,hidden_mode_shift,6,600,0.4300,0.5700,0.0246
observed_only_behavior_clone,embodiment_shift,0,600,0.4367,0.5633,0.0008
observed_only_behavior_clone,embodiment_shift,1,600,0.4017,0.5983,0.0341
observed_only_behavior_clone,embodiment_shift,2,600,0.4217,0.5783,0.0329
observed_only_behavior_clone,embodiment_shift,3,600,0.4783,0.5217,0.0229
observed_only_behavior_clone,embodiment_shift,4,600,0.5183,0.4817,0.0679
observed_only_behavior_clone,embodiment_shift,5,600,0.4483,0.5517,0.0026
observed_only_behavior_clone,embodiment_shift,6,600,0.4517,0.5483,0.0137
observed_only_behavior_clone,combined_stress,0,600,0.3483,0.6517,0.0285
observed_only_behavior_clone,combined_stress,1,600,0.3267,0.6733,0.0085
observed_only_behavior_clone,combined_stress,2,600,0.3333,0.6667,0.0036
observed_only_behavior_clone,combined_stress,3,600,0.3150,0.6850,0.0228
observed_only_behavior_clone,combined_stress,4,600,0.3417,0.6583,0.0089
observed_only_behavior_clone,combined_stress,5,600,0.3433,0.6567,0.0152
