method,split,seed,success,ci95_success,utility,ci95_utility,false_revision,ci95_false_revision,missed_violation,ci95_missed_violation,belief_consistency,ci95_belief_consistency,recovery_success,ci95_recovery_success,damage_rate,ci95_damage_rate,intervention_cost,ci95_intervention_cost,revision_calibration_error,ci95_revision_calibration_error,unsafe_revision,ci95_unsafe_revision,causal_attribution_f1,ci95_causal_attribution_f1,n
active_inference_query_policy,in_distribution,0,0.647945,0.005509,0.483359,0.019803,0.154144,0.007080,0.185247,0.007843,0.569763,0.004982,0.526675,0.005192,0.150095,0.003401,0.236912,0.001295,0.074369,0.000868,0.105777,0.003329,0.499702,0.003844,384
active_inference_query_policy,in_distribution,1,0.648026,0.005724,0.482602,0.019856,0.153938,0.007074,0.185319,0.007774,0.568242,0.004965,0.525748,0.005082,0.150670,0.003272,0.237602,0.001331,0.074168,0.000843,0.105192,0.003335,0.499316,0.003806,384
active_inference_query_policy,in_distribution,2,0.647528,0.005536,0.482897,0.019899,0.153837,0.007154,0.185480,0.007924,0.569235,0.005096,0.526820,0.005186,0.150644,0.003318,0.236723,0.001380,0.074369,0.000805,0.104943,0.003362,0.499800,0.003755,384
active_inference_query_policy,in_distribution,3,0.647039,0.005795,0.482004,0.020007,0.154513,0.007043,0.185091,0.007903,0.569136,0.004993,0.526168,0.005232,0.150673,0.003318,0.236449,0.001363,0.074044,0.000892,0.105364,0.003384,0.499402,0.003780,384
active_inference_query_policy,in_distribution,4,0.647183,0.005402,0.481808,0.019631,0.154492,0.007104,0.185378,0.007895,0.568619,0.004980,0.525272,0.005193,0.150348,0.003302,0.236960,0.001340,0.073746,0.000819,0.105357,0.003256,0.499494,0.003727,384
active_inference_query_policy,in_distribution,5,0.646992,0.005634,0.482646,0.019763,0.153799,0.007011,0.184739,0.007820,0.568580,0.004965,0.525993,0.005307,0.150455,0.003274,0.236551,0.001332,0.074322,0.000815,0.105152,0.003289,0.499479,0.003745,384
active_inference_query_policy,in_distribution,6,0.647408,0.005466,0.482588,0.019636,0.153593,0.007053,0.185442,0.007843,0.568473,0.004957,0.525820,0.005092,0.150397,0.003332,0.236538,0.001314,0.074336,0.000806,0.105451,0.003327,0.499929,0.003830,384
active_inference_query_policy,in_distribution,7,0.647698,0.005715,0.483200,0.019928,0.154579,0.007070,0.184425,0.007870,0.570006,0.005008,0.525980,0.005077,0.150140,0.003285,0.237377,0.001401,0.074623,0.000809,0.105666,0.003377,0.499986,0.003830,384
active_inference_query_policy,in_distribution,8,0.646459,0.005542,0.481202,0.019715,0.154537,0.006998,0.184704,0.007860,0.569048,0.004995,0.524861,0.005177,0.150898,0.003326,0.236705,0.001365,0.074005,0.000866,0.105305,0.003324,0.499559,0.003790,384
active_inference_query_policy,in_distribution,9,0.648680,0.005438,0.483245,0.019600,0.153298,0.007005,0.185431,0.007854,0.568057,0.005026,0.524817,0.005226,0.150574,0.003347,0.237509,0.001379,0.074133,0.000853,0.105534,0.003292,0.499087,0.003846,384
active_inference_query_policy,long_horizon_recovery,0,0.591149,0.005579,0.281175,0.019848,0.179566,0.007139,0.289072,0.007887,0.550987,0.004963,0.473825,0.005140,0.163093,0.003344,0.335277,0.001333,0.069367,0.000820,0.125072,0.003344,0.500535,0.003880,384
active_inference_query_policy,long_horizon_recovery,1,0.592428,0.005633,0.282565,0.019873,0.180282,0.007090,0.288919,0.007850,0.550497,0.004946,0.474429,0.005155,0.162324,0.003296,0.335025,0.001360,0.069731,0.000834,0.124885,0.003343,0.498868,0.003811,384
active_inference_query_policy,long_horizon_recovery,2,0.592893,0.005590,0.282769,0.019689,0.179614,0.007098,0.289786,0.007736,0.551498,0.004912,0.474413,0.005108,0.162404,0.003306,0.335149,0.001381,0.069723,0.000817,0.125260,0.003347,0.498375,0.003820,384
active_inference_query_policy,long_horizon_recovery,3,0.592189,0.005715,0.281428,0.020014,0.180011,0.007185,0.289705,0.007901,0.550086,0.004953,0.474035,0.005173,0.162469,0.003313,0.334812,0.001391,0.070351,0.000787,0.125294,0.003343,0.498973,0.003796,384
active_inference_query_policy,long_horizon_recovery,4,0.592930,0.005663,0.283023,0.019943,0.179369,0.007194,0.288842,0.007817,0.550412,0.004973,0.474277,0.005004,0.163063,0.003332,0.334675,0.001364,0.069633,0.000851,0.125275,0.003374,0.498728,0.003797,384
active_inference_query_policy,long_horizon_recovery,5,0.592844,0.005584,0.282020,0.019715,0.180046,0.007091,0.289505,0.007741,0.549653,0.004990,0.475051,0.005161,0.162728,0.003289,0.334878,0.001391,0.070680,0.000825,0.125520,0.003321,0.499729,0.003761,384
active_inference_query_policy,long_horizon_recovery,6,0.593143,0.005607,0.281726,0.019742,0.180374,0.007129,0.290016,0.007673,0.550576,0.005004,0.473773,0.005170,0.162377,0.003357,0.334626,0.001339,0.070343,0.000804,0.126216,0.003349,0.499153,0.003782,384
active_inference_query_policy,long_horizon_recovery,7,0.592408,0.005593,0.282183,0.019777,0.179483,0.007162,0.289149,0.007780,0.550299,0.005030,0.474225,0.005150,0.162986,0.003307,0.334868,0.001332,0.070227,0.000792,0.125104,0.003351,0.499093,0.003889,384
active_inference_query_policy,long_horizon_recovery,8,0.591358,0.005568,0.281482,0.019817,0.179439,0.007099,0.289468,0.007868,0.550724,0.005039,0.474658,0.005158,0.162626,0.003291,0.335368,0.001422,0.069641,0.000826,0.124963,0.003339,0.499312,0.003818,384
active_inference_query_policy,long_horizon_recovery,9,0.591296,0.005400,0.279923,0.019511,0.179927,0.006996,0.290752,0.007785,0.550548,0.004973,0.474618,0.005068,0.162733,0.003366,0.334830,0.001355,0.069647,0.000819,0.125569,0.003260,0.498785,0.003759,384
active_inference_query_policy,new_operator_interventions,0,0.613233,0.005505,0.362493,0.019651,0.172523,0.007117,0.245076,0.007790,0.547900,0.005014,0.514763,0.005182,0.164930,0.003206,0.277637,0.001342,0.071665,0.000800,0.117657,0.003310,0.499816,0.003836,384
active_inference_query_policy,new_operator_interventions,1,0.613774,0.005534,0.363166,0.019770,0.174006,0.007032,0.243994,0.007872,0.548303,0.005040,0.513835,0.005074,0.164705,0.003271,0.276725,0.001346,0.070974,0.000784,0.117828,0.003393,0.499292,0.003905,384
active_inference_query_policy,new_operator_interventions,2,0.612632,0.005591,0.361795,0.019873,0.173693,0.007116,0.244620,0.007885,0.547476,0.005000,0.514940,0.005139,0.164588,0.003289,0.276986,0.001368,0.071165,0.000763,0.118046,0.003348,0.499894,0.003826,384
active_inference_query_policy,new_operator_interventions,3,0.612099,0.005569,0.361833,0.019832,0.173353,0.007171,0.244176,0.007774,0.548201,0.005068,0.514260,0.005184,0.164588,0.003276,0.276587,0.001355,0.071702,0.000876,0.117944,0.003374,0.499654,0.003815,384
active_inference_query_policy,new_operator_interventions,4,0.614156,0.005608,0.363250,0.019772,0.173677,0.007044,0.245445,0.007805,0.549014,0.004986,0.514364,0.005185,0.164067,0.003303,0.276731,0.001323,0.071774,0.000837,0.117896,0.003313,0.498937,0.003756,384
active_inference_query_policy,new_operator_interventions,5,0.611543,0.005510,0.360320,0.019743,0.173843,0.007108,0.244963,0.007773,0.549357,0.005100,0.512847,0.005124,0.164777,0.003288,0.277201,0.001358,0.071395,0.000779,0.117697,0.003381,0.500164,0.003884,384
active_inference_query_policy,new_operator_interventions,6,0.613593,0.005442,0.363198,0.019569,0.173196,0.006964,0.245172,0.007911,0.548712,0.004913,0.516616,0.005162,0.164137,0.003322,0.276892,0.001329,0.072918,0.000816,0.117951,0.003336,0.498254,0.003753,384
active_inference_query_policy,new_operator_interventions,7,0.614504,0.005545,0.363703,0.019595,0.174040,0.006968,0.244732,0.007787,0.548621,0.005000,0.515219,0.005069,0.164372,0.003321,0.276891,0.001361,0.071618,0.000883,0.117931,0.003251,0.498829,0.003744,384
active_inference_query_policy,new_operator_interventions,8,0.612899,0.005702,0.362890,0.019920,0.174028,0.007121,0.243658,0.007824,0.547055,0.005043,0.515772,0.005145,0.164096,0.003300,0.277159,0.001360,0.072278,0.000799,0.117350,0.003320,0.498970,0.003797,384
active_inference_query_policy,new_operator_interventions,9,0.613880,0.005602,0.363175,0.019848,0.173934,0.007111,0.244948,0.007804,0.547854,0.005010,0.515089,0.005208,0.164403,0.003327,0.276659,0.001315,0.071656,0.000817,0.117296,0.003339,0.499676,0.003702,384
active_inference_query_policy,sparse_feedback,0,0.586318,0.005505,0.255375,0.019664,0.215804,0.007072,0.278435,0.007784,0.537928,0.004934,0.506361,0.005176,0.170523,0.003301,0.343373,0.001379,0.069615,0.000838,0.130945,0.003333,0.499583,0.003821,384
active_inference_query_policy,sparse_feedback,1,0.584902,0.005618,0.253074,0.019738,0.216369,0.007028,0.277980,0.007768,0.538104,0.005014,0.504101,0.005143,0.170815,0.003313,0.343207,0.001328,0.070183,0.000841,0.131085,0.003356,0.498699,0.003695,384
active_inference_query_policy,sparse_feedback,2,0.584298,0.005626,0.253105,0.019853,0.216026,0.007105,0.278050,0.007908,0.539116,0.004962,0.505032,0.005123,0.170799,0.003306,0.343153,0.001326,0.070226,0.000870,0.131294,0.003388,0.499531,0.003785,384
active_inference_query_policy,sparse_feedback,3,0.584300,0.005508,0.253999,0.019698,0.215326,0.007175,0.277852,0.007738,0.538842,0.004978,0.505180,0.005222,0.170880,0.003309,0.343980,0.001426,0.069926,0.000838,0.129952,0.003345,0.499567,0.003795,384
active_inference_query_policy,sparse_feedback,4,0.584909,0.005526,0.254971,0.019729,0.215002,0.007163,0.277894,0.007811,0.539108,0.004929,0.505306,0.005154,0.170269,0.003232,0.343928,0.001340,0.070464,0.000821,0.130478,0.003369,0.499428,0.003871,384
active_inference_query_policy,sparse_feedback,5,0.584418,0.005480,0.253203,0.019741,0.216454,0.007121,0.277695,0.007854,0.538369,0.005022,0.505523,0.005152,0.170963,0.003314,0.343432,0.001285,0.069493,0.000849,0.130850,0.003337,0.498788,0.003898,384
active_inference_query_policy,sparse_feedback,6,0.584805,0.005594,0.253923,0.019817,0.216013,0.007000,0.277160,0.007808,0.537831,0.005002,0.504579,0.005244,0.170990,0.003391,0.343458,0.001344,0.068942,0.000838,0.131329,0.003335,0.500260,0.003801,384
active_inference_query_policy,sparse_feedback,7,0.583907,0.005469,0.253662,0.019742,0.215658,0.007033,0.276855,0.007878,0.537407,0.004984,0.504378,0.005108,0.170260,0.003344,0.343804,0.001372,0.069874,0.000834,0.130990,0.003336,0.499652,0.003871,384
active_inference_query_policy,sparse_feedback,8,0.585235,0.005519,0.255327,0.019754,0.215044,0.007115,0.277732,0.007907,0.538158,0.004929,0.505043,0.005144,0.170641,0.003323,0.343670,0.001351,0.069283,0.000816,0.130118,0.003379,0.499902,0.003847,384
active_inference_query_policy,sparse_feedback,9,0.584516,0.005653,0.252735,0.019862,0.216260,0.007047,0.278089,0.007851,0.538632,0.004938,0.505150,0.005134,0.171466,0.003280,0.343023,0.001364,0.069844,0.000778,0.131323,0.003341,0.500139,0.003857,384
causal_discovery_revision,combined_stress,0,0.590191,0.005534,0.339713,0.019799,0.148909,0.007107,0.278854,0.007886,0.618922,0.005035,0.540675,0.005214,0.162426,0.003346,0.398143,0.001348,0.066872,0.000766,0.104216,0.003363,0.589670,0.003745,384
causal_discovery_revision,combined_stress,1,0.591649,0.005474,0.340316,0.019591,0.148167,0.006988,0.280386,0.007824,0.618325,0.005055,0.541461,0.005118,0.162646,0.003306,0.398388,0.001347,0.066721,0.000752,0.104025,0.003298,0.588347,0.003898,384
causal_discovery_revision,combined_stress,2,0.590440,0.005534,0.339151,0.019772,0.149116,0.007105,0.279719,0.007824,0.618436,0.004987,0.541137,0.005182,0.162568,0.003343,0.398400,0.001354,0.066694,0.000848,0.104128,0.003335,0.590045,0.003791,384
causal_discovery_revision,combined_stress,3,0.592357,0.005590,0.339721,0.019760,0.150013,0.007054,0.279607,0.007750,0.618256,0.005081,0.539617,0.005073,0.162865,0.003308,0.398558,0.001413,0.067386,0.000724,0.104233,0.003340,0.589900,0.003857,384
causal_discovery_revision,combined_stress,4,0.590371,0.005573,0.339241,0.019763,0.149063,0.007113,0.279632,0.007890,0.617902,0.004968,0.540284,0.005113,0.162119,0.003336,0.399056,0.001341,0.066804,0.000710,0.103765,0.003339,0.591025,0.003870,384
causal_discovery_revision,combined_stress,5,0.591838,0.005556,0.340027,0.019802,0.148860,0.007093,0.280946,0.007796,0.619552,0.004967,0.540497,0.005190,0.162272,0.003351,0.398327,0.001329,0.066458,0.000742,0.104488,0.003376,0.589562,0.003783,384
causal_discovery_revision,combined_stress,6,0.589949,0.005473,0.338475,0.019701,0.149279,0.007084,0.279746,0.007835,0.619082,0.004910,0.539863,0.005125,0.162162,0.003316,0.398917,0.001407,0.066693,0.000789,0.104102,0.003348,0.588869,0.003892,384
causal_discovery_revision,combined_stress,7,0.591507,0.005706,0.339391,0.019857,0.148908,0.007116,0.279855,0.007849,0.618851,0.004992,0.539398,0.005124,0.162701,0.003353,0.398687,0.001292,0.066617,0.000777,0.104706,0.003306,0.588465,0.003689,384
causal_discovery_revision,combined_stress,8,0.591348,0.005561,0.340292,0.019838,0.148203,0.007182,0.280160,0.007883,0.618346,0.005002,0.539450,0.005168,0.162323,0.003270,0.398240,0.001375,0.066295,0.000776,0.103945,0.003389,0.590174,0.003756,384
causal_discovery_revision,combined_stress,9,0.591372,0.005494,0.341253,0.019647,0.148521,0.007165,0.278694,0.007771,0.618136,0.004968,0.540158,0.005083,0.162284,0.003275,0.397877,0.001337,0.066662,0.000858,0.103817,0.003358,0.589170,0.003739,384
causal_discovery_revision,in_distribution,0,0.683913,0.005640,0.674760,0.019554,0.088339,0.006981,0.120677,0.007550,0.662890,0.005025,0.593863,0.005205,0.133353,0.003310,0.251947,0.001352,0.072648,0.000762,0.068651,0.003310,0.589091,0.003759,384
causal_discovery_revision,in_distribution,1,0.683128,0.005467,0.674389,0.019305,0.087649,0.006949,0.120197,0.007482,0.661485,0.004956,0.593525,0.005085,0.133118,0.003308,0.251372,0.001358,0.073348,0.000755,0.069148,0.003351,0.589859,0.003704,384
causal_discovery_revision,in_distribution,2,0.684456,0.005552,0.674772,0.019437,0.088079,0.006900,0.120132,0.007504,0.661635,0.005033,0.592861,0.005101,0.133644,0.003292,0.252325,0.001316,0.073353,0.000767,0.069099,0.003310,0.590064,0.003777,384
causal_discovery_revision,in_distribution,3,0.684589,0.005499,0.675101,0.019420,0.087967,0.006924,0.121216,0.007591,0.662466,0.005044,0.595041,0.005149,0.133324,0.003329,0.251885,0.001330,0.072991,0.000828,0.069574,0.003299,0.589969,0.003830,384
causal_discovery_revision,in_distribution,4,0.684798,0.005540,0.675619,0.019447,0.087824,0.006991,0.120662,0.007509,0.662689,0.004972,0.593566,0.005073,0.133005,0.003312,0.252539,0.001378,0.072824,0.000728,0.069450,0.003357,0.589590,0.003759,384
causal_discovery_revision,in_distribution,5,0.684493,0.005556,0.675208,0.019481,0.088096,0.006937,0.120669,0.007599,0.662269,0.005009,0.592487,0.005116,0.132775,0.003354,0.251715,0.001372,0.072603,0.000724,0.069431,0.003357,0.589270,0.003758,384
causal_discovery_revision,in_distribution,6,0.685501,0.005684,0.677704,0.019518,0.087075,0.006935,0.119929,0.007545,0.662991,0.004991,0.592775,0.005249,0.132734,0.003301,0.251753,0.001385,0.072851,0.000837,0.069002,0.003327,0.588961,0.003748,384
causal_discovery_revision,in_distribution,7,0.683491,0.005464,0.674443,0.019350,0.088159,0.006970,0.119723,0.007544,0.661802,0.005013,0.592921,0.005059,0.133365,0.003338,0.252080,0.001367,0.072966,0.000767,0.069020,0.003282,0.589558,0.003900,384
causal_discovery_revision,in_distribution,8,0.685700,0.005489,0.676349,0.019430,0.088363,0.006981,0.120041,0.007568,0.662027,0.004968,0.591749,0.005179,0.132671,0.003312,0.252351,0.001318,0.073162,0.000779,0.069421,0.003387,0.590297,0.003875,384
causal_discovery_revision,in_distribution,9,0.684647,0.005454,0.675115,0.019327,0.087927,0.006922,0.120847,0.007528,0.661771,0.005002,0.594006,0.005168,0.133278,0.003333,0.252128,0.001339,0.072711,0.000771,0.069463,0.003317,0.589924,0.003769,384
causal_discovery_revision,long_horizon_recovery,0,0.628939,0.005662,0.475559,0.019812,0.113551,0.007095,0.223062,0.007843,0.644838,0.004960,0.541077,0.005116,0.145770,0.003315,0.349786,0.001396,0.068850,0.000774,0.088990,0.003346,0.589912,0.003707,384
causal_discovery_revision,long_horizon_recovery,1,0.629761,0.005568,0.476467,0.019748,0.112979,0.007110,0.223896,0.007837,0.643621,0.004935,0.542304,0.005066,0.145433,0.003310,0.349415,0.001342,0.068768,0.000804,0.089001,0.003253,0.589928,0.003768,384
causal_discovery_revision,long_horizon_recovery,2,0.629058,0.005647,0.475823,0.019837,0.113102,0.007063,0.222589,0.007813,0.643424,0.004937,0.540611,0.005116,0.145845,0.003296,0.349380,0.001385,0.069176,0.000738,0.088714,0.003325,0.588679,0.003803,384
causal_discovery_revision,long_horizon_recovery,3,0.629790,0.005504,0.476689,0.019755,0.112803,0.007019,0.223506,0.007887,0.644245,0.004946,0.541761,0.005171,0.145506,0.003346,0.349789,0.001347,0.069387,0.000753,0.088954,0.003340,0.590293,0.003754,384
causal_discovery_revision,long_horizon_recovery,4,0.630906,0.005580,0.478492,0.019792,0.113296,0.007035,0.221743,0.007706,0.643495,0.005054,0.541700,0.005239,0.145606,0.003320,0.350059,0.001355,0.068804,0.000751,0.088856,0.003303,0.589876,0.003788,384
causal_discovery_revision,long_horizon_recovery,5,0.629899,0.005610,0.477221,0.019843,0.113357,0.007126,0.222347,0.007811,0.645216,0.005101,0.541784,0.005234,0.145765,0.003313,0.349686,0.001309,0.069288,0.000813,0.089085,0.003338,0.589425,0.003900,384
causal_discovery_revision,long_horizon_recovery,6,0.630490,0.005591,0.477410,0.019741,0.112703,0.007031,0.223623,0.007852,0.643330,0.004964,0.541610,0.005146,0.145508,0.003288,0.349280,0.001315,0.068562,0.000784,0.088840,0.003345,0.589932,0.003825,384
causal_discovery_revision,long_horizon_recovery,7,0.628613,0.005555,0.475697,0.019709,0.112899,0.007120,0.223001,0.007788,0.643745,0.004900,0.541225,0.005145,0.145498,0.003349,0.349958,0.001351,0.069284,0.000774,0.088422,0.003306,0.589271,0.003831,384
causal_discovery_revision,long_horizon_recovery,8,0.630385,0.005500,0.477757,0.019749,0.113055,0.007110,0.222565,0.007782,0.644703,0.005126,0.542631,0.005146,0.145909,0.003314,0.349969,0.001341,0.068337,0.000780,0.089264,0.003343,0.589659,0.003809,384
causal_discovery_revision,long_horizon_recovery,9,0.629073,0.005554,0.476061,0.019727,0.112814,0.007066,0.223123,0.007788,0.642583,0.005027,0.542722,0.005117,0.145556,0.003294,0.349399,0.001368,0.069167,0.000801,0.089065,0.003361,0.589667,0.003747,384
causal_discovery_revision,new_operator_interventions,0,0.649376,0.005712,0.556650,0.019877,0.106334,0.007049,0.177819,0.007863,0.641824,0.004872,0.582813,0.005112,0.147221,0.003321,0.292348,0.001346,0.070345,0.000766,0.081998,0.003315,0.589233,0.003768,384
causal_discovery_revision,new_operator_interventions,1,0.650235,0.005549,0.556946,0.019731,0.107086,0.007092,0.177954,0.007794,0.642048,0.004959,0.581733,0.005083,0.147109,0.003277,0.291892,0.001371,0.070690,0.000799,0.081582,0.003364,0.588176,0.003859,384
causal_discovery_revision,new_operator_interventions,2,0.652204,0.005553,0.557493,0.019692,0.106851,0.007032,0.179833,0.007828,0.641337,0.004985,0.581808,0.005191,0.147458,0.003297,0.291868,0.001305,0.070757,0.000750,0.081507,0.003363,0.589853,0.003815,384
causal_discovery_revision,new_operator_interventions,3,0.651364,0.005701,0.557782,0.019880,0.106993,0.007022,0.178307,0.007820,0.640763,0.004966,0.582158,0.005030,0.146945,0.003346,0.291700,0.001371,0.070498,0.000747,0.082000,0.003348,0.589198,0.003819,384
causal_discovery_revision,new_operator_interventions,4,0.651491,0.005461,0.558216,0.019662,0.106487,0.007062,0.178295,0.007893,0.640963,0.004982,0.580897,0.005236,0.146948,0.003294,0.291939,0.001364,0.070287,0.000776,0.081554,0.003327,0.589725,0.003747,384
causal_discovery_revision,new_operator_interventions,5,0.651677,0.005459,0.557822,0.019677,0.106863,0.007080,0.178927,0.007814,0.641807,0.004966,0.580851,0.005201,0.147261,0.003364,0.291589,0.001381,0.070760,0.000766,0.081110,0.003389,0.589213,0.003844,384
causal_discovery_revision,new_operator_interventions,6,0.649039,0.005574,0.554574,0.019778,0.107803,0.007143,0.178686,0.007815,0.642082,0.005026,0.581681,0.005118,0.147411,0.003304,0.291809,0.001365,0.071012,0.000768,0.081710,0.003374,0.588922,0.003768,384
causal_discovery_revision,new_operator_interventions,7,0.650600,0.005767,0.557770,0.020048,0.106244,0.007040,0.178125,0.007864,0.641522,0.004977,0.581362,0.005113,0.147349,0.003348,0.291196,0.001300,0.070863,0.000792,0.081320,0.003353,0.590041,0.003675,384
causal_discovery_revision,new_operator_interventions,8,0.649535,0.005615,0.556724,0.019793,0.106752,0.007100,0.178238,0.007786,0.641885,0.004990,0.582458,0.005089,0.146888,0.003302,0.291587,0.001364,0.070500,0.000767,0.081841,0.003365,0.589850,0.003715,384
causal_discovery_revision,new_operator_interventions,9,0.651060,0.005582,0.557842,0.019746,0.106869,0.007043,0.178336,0.007865,0.641520,0.004893,0.582689,0.005132,0.147192,0.003310,0.291860,0.001382,0.070989,0.000801,0.081231,0.003342,0.589178,0.003694,384
causal_discovery_revision,sparse_feedback,0,0.621623,0.005689,0.450005,0.019843,0.147526,0.007013,0.210033,0.007854,0.632881,0.004931,0.572183,0.005046,0.153779,0.003343,0.358141,0.001363,0.069139,0.000745,0.094474,0.003311,0.588764,0.003747,384
causal_discovery_revision,sparse_feedback,1,0.622551,0.005670,0.448833,0.019917,0.148560,0.007097,0.211105,0.007770,0.631530,0.005000,0.572001,0.005163,0.154236,0.003314,0.358567,0.001388,0.068764,0.000724,0.094653,0.003387,0.589907,0.003770,384
causal_discovery_revision,sparse_feedback,2,0.621779,0.005331,0.448494,0.019544,0.148319,0.007060,0.211072,0.007846,0.631118,0.004952,0.572417,0.005152,0.154326,0.003304,0.358141,0.001301,0.068465,0.000799,0.094356,0.003361,0.590114,0.003773,384
causal_discovery_revision,sparse_feedback,3,0.622290,0.005438,0.448127,0.019762,0.149740,0.007120,0.211167,0.007883,0.631234,0.005054,0.572366,0.005136,0.153352,0.003335,0.358674,0.001393,0.069097,0.000773,0.095039,0.003396,0.589268,0.003844,384
causal_discovery_revision,sparse_feedback,4,0.620334,0.005307,0.446540,0.019540,0.148527,0.007127,0.212215,0.007764,0.632281,0.005079,0.572732,0.005138,0.153756,0.003295,0.358789,0.001316,0.069223,0.000758,0.094293,0.003311,0.589380,0.003776,384
causal_discovery_revision,sparse_feedback,5,0.620450,0.005739,0.446118,0.019821,0.149576,0.007056,0.211771,0.007732,0.631937,0.005027,0.571986,0.005114,0.153301,0.003291,0.358513,0.001366,0.069097,0.000776,0.095426,0.003294,0.590396,0.003754,384
causal_discovery_revision,sparse_feedback,6,0.621978,0.005468,0.449405,0.019694,0.148001,0.007147,0.211334,0.007774,0.631129,0.004948,0.573145,0.005154,0.153443,0.003326,0.358730,0.001328,0.068794,0.000813,0.093928,0.003363,0.589557,0.003730,384
causal_discovery_revision,sparse_feedback,7,0.620270,0.005676,0.447528,0.019916,0.148714,0.007109,0.210927,0.007739,0.631911,0.005066,0.573009,0.005199,0.153514,0.003280,0.358076,0.001342,0.068284,0.000721,0.094897,0.003328,0.589382,0.003956,384
causal_discovery_revision,sparse_feedback,8,0.620565,0.005540,0.446806,0.019649,0.148612,0.007054,0.211395,0.007838,0.630821,0.004915,0.571743,0.005062,0.153768,0.003285,0.358851,0.001356,0.068635,0.000781,0.094437,0.003296,0.589930,0.003851,384
causal_discovery_revision,sparse_feedback,9,0.622339,0.005695,0.449633,0.019783,0.148331,0.007048,0.210028,0.007728,0.632050,0.004990,0.571262,0.005170,0.153906,0.003247,0.357955,0.001272,0.069468,0.000782,0.094763,0.003347,0.589302,0.003912,384
causal_intervention_belief_revision_v5,combined_stress,0,0.730524,0.005582,0.875970,0.017264,0.020967,0.004474,0.119638,0.007525,0.814216,0.005033,0.741728,0.005124,0.108410,0.003310,0.328568,0.001321,0.053017,0.000577,0.006510,0.001697,0.750312,0.003779,384
causal_intervention_belief_revision_v5,combined_stress,1,0.728329,0.005404,0.875709,0.017049,0.021173,0.004595,0.118045,0.007429,0.816793,0.004875,0.743385,0.005170,0.108322,0.003366,0.329106,0.001373,0.053589,0.000547,0.006295,0.001664,0.750508,0.003769,384
causal_intervention_belief_revision_v5,combined_stress,2,0.729800,0.005515,0.875272,0.017178,0.021462,0.004527,0.119499,0.007413,0.815809,0.004980,0.741572,0.005101,0.108373,0.003334,0.328744,0.001357,0.053623,0.000538,0.006707,0.001741,0.751270,0.003739,384
