ablation,task,regime,seed,episode,success,utility,description
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,0,0.820901,1.170918,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,1,0.823564,1.154560,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,2,0.848412,1.181106,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,3,0.812464,1.151142,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,4,0.811596,1.139428,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,5,0.818237,1.142870,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,6,0.811304,1.150331,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,5,7,0.876179,1.199125,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,0,0.840329,1.179420,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,1,0.826608,1.164340,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,2,0.809487,1.135028,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,3,0.814451,1.132413,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,4,0.804298,1.132684,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,5,0.846811,1.188276,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,6,0.812304,1.151940,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,6,7,0.850079,1.161289,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,0,0.851743,1.196787,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,1,0.828605,1.166243,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,2,0.840910,1.174257,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,3,0.829941,1.186720,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,4,0.825995,1.160077,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,5,0.840532,1.172989,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,6,0.847543,1.189521,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,7,7,0.807138,1.126296,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,0,0.820168,1.157065,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,1,0.833215,1.171067,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,2,0.828847,1.164629,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,3,0.814118,1.154068,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,4,0.840054,1.180098,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,5,0.816228,1.153334,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,6,0.817945,1.163804,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,8,7,0.842962,1.192810,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,0,0.867823,1.187701,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,1,0.826795,1.162764,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,2,0.808811,1.142487,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,3,0.822270,1.143272,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,4,0.842512,1.177368,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,5,0.816452,1.164964,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,6,0.810797,1.154207,all components
full_causal_intervention_revision,occluded_drawer_recovery,nominal,9,7,0.802472,1.150903,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,0,0.763962,1.047047,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,1,0.781391,1.046921,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,2,0.778449,1.033842,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,3,0.756384,1.045256,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,4,0.774087,1.034558,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,5,0.798721,1.063750,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,6,0.767693,1.045242,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,0,7,0.792051,1.047190,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,0,0.744963,1.008947,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,1,0.762429,1.016896,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,2,0.750424,1.043308,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,3,0.746719,1.011024,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,4,0.787844,1.040814,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,5,0.784126,1.063910,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,6,0.782808,1.051609,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,1,7,0.792104,1.060687,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,0,0.764661,1.040916,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,1,0.799217,1.053714,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,2,0.762245,1.026442,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,3,0.787897,1.054643,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,4,0.767551,1.040561,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,5,0.759175,1.036688,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,6,0.758057,1.007981,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,2,7,0.749466,1.025235,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,0,0.802908,1.089671,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,1,0.746831,1.017398,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,2,0.772463,1.047007,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,3,0.800519,1.082333,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,4,0.746892,1.033646,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,5,0.794130,1.045952,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,6,0.807422,1.080214,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,3,7,0.757465,1.036390,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,0,0.771557,1.036491,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,1,0.803995,1.053312,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,2,0.762479,1.028854,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,3,0.788783,1.057067,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,4,0.766245,1.043641,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,5,0.773662,1.026452,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,6,0.795142,1.059346,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,4,7,0.798444,1.057825,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,0,0.727286,0.990349,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,1,0.759909,1.025473,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,2,0.751521,1.026930,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,3,0.782580,1.052697,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,4,0.762590,1.028103,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,5,0.776054,1.045061,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,6,0.808036,1.053588,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,5,7,0.770260,1.053945,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,0,0.781651,1.051602,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,1,0.725491,1.000479,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,2,0.750085,1.021033,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,3,0.792445,1.061545,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,4,0.799612,1.062744,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,5,0.782108,1.075815,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,6,0.786242,1.054609,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,6,7,0.778257,1.063471,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,0,0.767530,1.048875,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,1,0.766028,1.050064,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,2,0.766378,1.034165,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,3,0.791563,1.059513,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,4,0.779743,1.061141,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,5,0.790916,1.050465,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,6,0.770614,1.019710,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,7,7,0.812107,1.063334,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,0,0.773607,1.046102,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,1,0.773256,1.052071,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,2,0.777411,1.052514,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,3,0.785985,1.050245,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,4,0.770195,1.049285,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,5,0.765530,1.042328,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,6,0.775762,1.044489,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,8,7,0.764815,1.036860,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,0,0.806653,1.060630,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,1,0.720303,1.007725,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,2,0.760568,1.037877,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,3,0.789539,1.053432,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,4,0.820468,1.073882,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,5,0.779625,1.055426,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,6,0.793485,1.065943,all components
full_causal_intervention_revision,occluded_drawer_recovery,noisy_observation,9,7,0.772106,1.045488,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,0,0.755538,0.971510,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,1,0.736903,0.946390,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,2,0.742381,0.981590,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,3,0.769529,0.951266,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,4,0.739938,0.940584,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,5,0.771858,0.994826,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,6,0.745974,0.954762,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,0,7,0.734071,0.934466,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,0,0.756686,0.968053,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,1,0.735481,0.976892,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,2,0.759902,0.965230,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,3,0.721459,0.938176,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,4,0.763018,0.964515,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,5,0.724157,0.945481,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,6,0.745227,0.972613,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,1,7,0.711272,0.902917,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,0,0.722545,0.927279,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,1,0.708762,0.919953,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,2,0.744860,0.954985,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,3,0.718752,0.924680,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,4,0.749090,0.963507,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,5,0.737223,0.951348,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,6,0.778509,0.980432,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,2,7,0.738472,0.959023,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,0,0.727682,0.963741,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,1,0.756016,0.988105,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,2,0.737267,0.978419,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,3,0.783143,0.994354,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,4,0.765204,0.970835,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,5,0.739225,0.956230,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,6,0.763736,0.979041,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,3,7,0.701294,0.938232,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,0,0.732396,0.954568,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,1,0.751608,0.947325,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,2,0.756513,0.990959,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,3,0.726174,0.938120,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,4,0.710725,0.943781,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,5,0.746504,0.971932,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,6,0.704236,0.954825,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,4,7,0.738310,0.950427,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,0,0.783101,0.982956,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,1,0.716093,0.928133,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,2,0.744878,0.943838,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,3,0.740640,0.951293,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,4,0.708338,0.926505,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,5,0.757696,0.941248,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,6,0.740472,0.934685,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,5,7,0.708029,0.937861,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,0,0.725634,0.951770,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,1,0.732901,0.939764,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,2,0.765625,0.978268,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,3,0.742297,0.951078,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,4,0.734107,0.946978,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,5,0.767468,0.982705,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,6,0.723876,0.936630,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,6,7,0.786174,0.982840,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,0,0.768167,1.001125,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,1,0.747340,0.961480,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,2,0.748050,0.970920,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,3,0.753901,0.975318,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,4,0.735390,0.923937,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,5,0.736594,0.961287,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,6,0.745085,0.951338,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,7,7,0.723872,0.964144,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,0,0.725374,0.959253,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,1,0.763696,0.982488,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,2,0.712626,0.944615,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,3,0.729816,0.947346,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,4,0.717375,0.934418,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,5,0.755346,0.938899,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,6,0.743163,0.963652,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,8,7,0.735816,0.948037,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,0,0.732248,0.945868,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,1,0.753734,0.970356,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,2,0.738472,0.976360,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,3,0.736735,0.956352,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,4,0.727023,0.930739,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,5,0.750142,0.952470,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,6,0.725107,0.917743,all components
full_causal_intervention_revision,occluded_drawer_recovery,false_human_hint,9,7,0.760449,0.959543,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,0,0.729886,0.899466,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,1,0.749346,0.926485,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,2,0.721143,0.908554,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,3,0.757733,0.921540,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,4,0.760067,0.925186,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,5,0.770192,0.946330,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,6,0.738976,0.931570,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,0,7,0.732617,0.903374,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,0,0.720657,0.894933,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,1,0.714741,0.898827,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,2,0.766738,0.940636,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,3,0.761591,0.940930,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,4,0.740147,0.920407,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,5,0.727755,0.907547,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,6,0.695318,0.865895,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,1,7,0.726555,0.904435,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,0,0.766867,0.915292,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,1,0.762701,0.947428,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,2,0.713431,0.892972,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,3,0.776933,0.947641,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,4,0.748358,0.881223,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,5,0.735167,0.913178,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,6,0.742718,0.922546,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,2,7,0.765883,0.932640,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,0,0.735896,0.919691,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,1,0.736528,0.909022,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,2,0.716514,0.898866,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,3,0.746750,0.932209,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,4,0.729119,0.894133,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,5,0.718835,0.897458,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,6,0.714291,0.891364,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,3,7,0.719766,0.888911,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,0,0.717483,0.894775,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,1,0.725902,0.903067,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,2,0.739658,0.922582,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,3,0.745395,0.906120,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,4,0.734395,0.914498,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,5,0.741200,0.911520,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,6,0.734523,0.909314,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,4,7,0.748997,0.923134,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,0,0.716193,0.876321,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,1,0.745082,0.930920,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,2,0.724575,0.919731,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,3,0.755580,0.919794,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,4,0.736249,0.917832,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,5,0.737591,0.903930,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,6,0.737180,0.905788,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,5,7,0.727987,0.888383,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,6,0,0.737880,0.929140,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,6,1,0.762565,0.937176,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,6,2,0.730924,0.897369,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,6,3,0.738264,0.917591,all components
full_causal_intervention_revision,occluded_drawer_recovery,physical_rule_violation,6,4,0.752177,0.938413,all components
