method,task,regime,split,success,ci95_success,utility,ci95_utility,false_revision,ci95_false_revision,missed_violation,ci95_missed_violation,belief_consistency,ci95_belief_consistency,recovery_success,ci95_recovery_success,damage_rate,ci95_damage_rate,intervention_cost,ci95_intervention_cost,revision_calibration_error,ci95_revision_calibration_error,unsafe_revision,ci95_unsafe_revision,causal_attribution_f1,ci95_causal_attribution_f1,n
ensemble_disagreement_revision,tool_use_correction,false_human_hint,combined_stress,0.485792,0.004074,-0.098782,0.004887,0.329293,0.001934,0.364276,0.002014,0.398555,0.002515,0.407580,0.002766,0.186031,0.001352,0.422977,0.001451,0.067086,0.001650,0.197289,0.001527,0.391710,0.002641,80
ensemble_disagreement_revision,tool_use_correction,false_human_hint,in_distribution,0.573093,0.003599,0.230231,0.004563,0.268461,0.001992,0.205510,0.002339,0.443292,0.002459,0.464343,0.002489,0.157840,0.001242,0.274850,0.001634,0.073719,0.001808,0.164386,0.001398,0.392497,0.002772,80
ensemble_disagreement_revision,tool_use_correction,false_human_hint,long_horizon_recovery,0.520689,0.003591,0.036466,0.004537,0.291851,0.002299,0.307727,0.002306,0.423595,0.002648,0.411592,0.002671,0.169056,0.001277,0.371946,0.001870,0.070758,0.001751,0.181372,0.001580,0.390882,0.002569,80
ensemble_disagreement_revision,tool_use_correction,false_human_hint,new_operator_interventions,0.539128,0.004077,0.112378,0.004682,0.288646,0.002220,0.263491,0.001926,0.423678,0.002306,0.452732,0.002930,0.171907,0.001374,0.315405,0.001752,0.071565,0.001854,0.174039,0.001495,0.393410,0.002321,80
ensemble_disagreement_revision,tool_use_correction,false_human_hint,sparse_feedback,0.516388,0.004318,0.013139,0.005375,0.328110,0.002056,0.294930,0.002207,0.411613,0.002954,0.445778,0.003362,0.177379,0.001398,0.381587,0.001664,0.069117,0.001614,0.186302,0.001521,0.390955,0.002273,80
ensemble_disagreement_revision,tool_use_correction,noisy_observation,combined_stress,0.516204,0.003940,0.032526,0.004483,0.255305,0.002364,0.342870,0.002044,0.441223,0.002502,0.424130,0.002835,0.178797,0.001508,0.417099,0.001395,0.068397,0.001765,0.156675,0.001316,0.424037,0.002413,80
ensemble_disagreement_revision,tool_use_correction,noisy_observation,in_distribution,0.608476,0.004147,0.367231,0.005025,0.194465,0.002234,0.182906,0.002353,0.483828,0.002626,0.477781,0.002755,0.149628,0.001267,0.268674,0.001365,0.076387,0.001894,0.122463,0.001435,0.425952,0.002598,80
ensemble_disagreement_revision,tool_use_correction,noisy_observation,long_horizon_recovery,0.554660,0.004228,0.168038,0.004539,0.221627,0.002065,0.285715,0.002111,0.465225,0.002318,0.425523,0.003467,0.161965,0.001510,0.367552,0.001586,0.070906,0.001764,0.141893,0.001374,0.425665,0.002289,80
ensemble_disagreement_revision,tool_use_correction,noisy_observation,new_operator_interventions,0.573791,0.003963,0.245573,0.004797,0.214605,0.002251,0.242596,0.001913,0.463474,0.002762,0.465186,0.002628,0.163624,0.001314,0.310886,0.001570,0.073843,0.001754,0.134738,0.001489,0.425528,0.002499,80
ensemble_disagreement_revision,tool_use_correction,noisy_observation,sparse_feedback,0.547260,0.003915,0.142026,0.004718,0.255852,0.002292,0.273998,0.002234,0.454929,0.002807,0.457888,0.002583,0.169695,0.001351,0.376070,0.001627,0.071731,0.001730,0.147565,0.001444,0.425017,0.002475,80
ensemble_disagreement_revision,tool_use_correction,nominal,combined_stress,0.564064,0.003960,0.211046,0.004604,0.183650,0.002015,0.291209,0.002328,0.497789,0.002187,0.456189,0.002493,0.161860,0.001350,0.400121,0.001355,0.072693,0.001886,0.131694,0.001562,0.465621,0.002389,80
ensemble_disagreement_revision,tool_use_correction,nominal,in_distribution,0.662628,0.003942,0.555290,0.004469,0.119434,0.002068,0.132078,0.002334,0.541953,0.002214,0.512469,0.002367,0.130656,0.001428,0.253475,0.001616,0.081025,0.001939,0.096975,0.001266,0.465170,0.002495,80
ensemble_disagreement_revision,tool_use_correction,nominal,long_horizon_recovery,0.604092,0.003980,0.351237,0.004552,0.147878,0.002294,0.235242,0.001939,0.525961,0.002743,0.459044,0.002191,0.144354,0.001445,0.350200,0.001459,0.076456,0.001707,0.114369,0.001454,0.466730,0.002859,80
ensemble_disagreement_revision,tool_use_correction,nominal,new_operator_interventions,0.628930,0.003797,0.432353,0.003977,0.142374,0.002247,0.191015,0.001838,0.520514,0.002520,0.497602,0.002822,0.146477,0.001150,0.291879,0.001457,0.078368,0.001901,0.109648,0.001535,0.466660,0.003234,80
ensemble_disagreement_revision,tool_use_correction,nominal,sparse_feedback,0.596660,0.003747,0.323448,0.004273,0.182818,0.002280,0.223382,0.002009,0.512559,0.002555,0.489500,0.002471,0.151979,0.001299,0.360276,0.001284,0.074205,0.001976,0.121637,0.001379,0.467562,0.002772,80
ensemble_disagreement_revision,tool_use_correction,physical_rule_violation,combined_stress,0.479886,0.003690,-0.108759,0.004347,0.252966,0.002214,0.438239,0.002250,0.448666,0.002677,0.364357,0.002652,0.211821,0.001392,0.412986,0.001607,0.067971,0.001512,0.173158,0.001427,0.429300,0.002793,80
ensemble_disagreement_revision,tool_use_correction,physical_rule_violation,in_distribution,0.571127,0.004134,0.228190,0.004790,0.188648,0.002435,0.276750,0.002542,0.489517,0.002430,0.415970,0.002839,0.182120,0.001372,0.266462,0.001712,0.072880,0.001712,0.137634,0.001361,0.429632,0.002441,80
ensemble_disagreement_revision,tool_use_correction,physical_rule_violation,long_horizon_recovery,0.519260,0.004316,0.031407,0.004938,0.215375,0.001881,0.380569,0.002372,0.474248,0.002770,0.366574,0.002613,0.195201,0.001329,0.364385,0.001548,0.069091,0.001753,0.156989,0.001275,0.430357,0.002510,80
ensemble_disagreement_revision,tool_use_correction,physical_rule_violation,new_operator_interventions,0.538159,0.004562,0.110344,0.005667,0.210257,0.002749,0.334783,0.002213,0.469238,0.002624,0.407796,0.002613,0.196030,0.001453,0.307411,0.001618,0.070470,0.001530,0.148479,0.001474,0.428469,0.002494,80
ensemble_disagreement_revision,tool_use_correction,physical_rule_violation,sparse_feedback,0.508631,0.004206,-0.003042,0.005001,0.251243,0.002243,0.371424,0.002383,0.460386,0.002603,0.396438,0.002513,0.204338,0.001211,0.372958,0.001652,0.068625,0.001735,0.163195,0.001392,0.429180,0.002875,80
human_intervention_revision,bin_packing_recovery,actuator_model_break,combined_stress,0.526320,0.004097,0.073818,0.004771,0.184367,0.001928,0.375932,0.002184,0.563831,0.002490,0.432968,0.002507,0.220986,0.001312,0.450272,0.001657,0.067782,0.001599,0.140721,0.001294,0.537522,0.002543,80
human_intervention_revision,bin_packing_recovery,actuator_model_break,in_distribution,0.619642,0.003641,0.407739,0.004727,0.123356,0.002318,0.217186,0.002313,0.603616,0.002503,0.488554,0.002585,0.192337,0.001343,0.303266,0.001557,0.073725,0.001910,0.107505,0.001268,0.538796,0.002886,80
human_intervention_revision,bin_packing_recovery,actuator_model_break,long_horizon_recovery,0.564721,0.003807,0.208460,0.004472,0.150473,0.002069,0.320684,0.002088,0.587741,0.002768,0.437313,0.002548,0.203678,0.001393,0.400558,0.001499,0.071295,0.001598,0.127302,0.001468,0.540580,0.002646,80
human_intervention_revision,bin_packing_recovery,actuator_model_break,new_operator_interventions,0.586817,0.004203,0.290989,0.005161,0.142167,0.002543,0.275221,0.002283,0.585749,0.002285,0.474006,0.002760,0.206387,0.001175,0.343185,0.001444,0.072116,0.001695,0.118648,0.001395,0.539267,0.002789,80
human_intervention_revision,bin_packing_recovery,actuator_model_break,sparse_feedback,0.554378,0.004204,0.179766,0.005037,0.183923,0.002190,0.309115,0.002089,0.576773,0.002560,0.466663,0.002512,0.211466,0.001270,0.410167,0.001670,0.068904,0.001662,0.132004,0.001441,0.539188,0.002459,80
human_intervention_revision,bin_packing_recovery,combined_intervention_stress,combined_stress,0.432830,0.003981,-0.283645,0.004492,0.366550,0.002146,0.443792,0.002068,0.437317,0.002422,0.389937,0.002294,0.244808,0.001466,0.479861,0.001554,0.062861,0.001691,0.218590,0.001333,0.447605,0.002313,80
human_intervention_revision,bin_packing_recovery,combined_intervention_stress,in_distribution,0.527102,0.003278,0.055959,0.004086,0.305350,0.002331,0.282384,0.002161,0.481310,0.002761,0.443469,0.002193,0.214996,0.001297,0.332595,0.001509,0.066412,0.001529,0.182768,0.001433,0.446247,0.002454,80
human_intervention_revision,bin_packing_recovery,combined_intervention_stress,long_horizon_recovery,0.467233,0.003587,-0.152398,0.004130,0.330192,0.002465,0.389082,0.002260,0.463663,0.002696,0.392210,0.002512,0.229308,0.001263,0.431268,0.001522,0.064149,0.001679,0.202973,0.001440,0.445351,0.002461,80
human_intervention_revision,bin_packing_recovery,combined_intervention_stress,new_operator_interventions,0.489282,0.003458,-0.066862,0.004579,0.322567,0.002132,0.343493,0.002618,0.462988,0.002848,0.434511,0.002343,0.230037,0.001320,0.372527,0.001406,0.067042,0.001546,0.194260,0.001515,0.448494,0.002249,80
human_intervention_revision,bin_packing_recovery,combined_intervention_stress,sparse_feedback,0.458604,0.004201,-0.180302,0.005097,0.366297,0.001986,0.377454,0.002444,0.451554,0.002551,0.424368,0.002934,0.237278,0.001196,0.438260,0.001408,0.062618,0.001600,0.208606,0.001272,0.447788,0.002517,80
human_intervention_revision,bin_packing_recovery,contact_precondition_failure,combined_stress,0.535848,0.004081,0.113019,0.004808,0.174376,0.002137,0.360605,0.002475,0.575248,0.002777,0.446038,0.002574,0.215524,0.001217,0.445355,0.001535,0.069796,0.001532,0.137049,0.001183,0.547276,0.002506,80
human_intervention_revision,bin_packing_recovery,contact_precondition_failure,in_distribution,0.630256,0.003653,0.451003,0.004684,0.111044,0.002485,0.199177,0.002256,0.616992,0.002607,0.497915,0.002815,0.186797,0.001303,0.299500,0.001635,0.075556,0.001797,0.102433,0.001513,0.545014,0.002639,80
human_intervention_revision,bin_packing_recovery,contact_precondition_failure,long_horizon_recovery,0.578186,0.003966,0.254726,0.004518,0.137811,0.002259,0.303770,0.002087,0.599277,0.002348,0.447877,0.002717,0.197797,0.001432,0.396030,0.001368,0.072252,0.001733,0.121766,0.001351,0.547992,0.002566,80
human_intervention_revision,bin_packing_recovery,contact_precondition_failure,new_operator_interventions,0.596578,0.003846,0.330820,0.004736,0.133385,0.002073,0.258878,0.002246,0.593663,0.002937,0.485930,0.002855,0.198196,0.001281,0.340240,0.001633,0.073687,0.001567,0.114683,0.001513,0.547708,0.002528,80
human_intervention_revision,bin_packing_recovery,contact_precondition_failure,sparse_feedback,0.569585,0.003726,0.223434,0.004771,0.173006,0.002412,0.293426,0.001910,0.586572,0.002805,0.476035,0.002855,0.206645,0.001230,0.406340,0.001615,0.071422,0.001595,0.127614,0.001300,0.547124,0.002255,80
human_intervention_revision,bin_packing_recovery,environment_change_intervention,combined_stress,0.513331,0.003612,0.019360,0.004388,0.204627,0.002297,0.395322,0.002387,0.549371,0.002629,0.425655,0.002635,0.226603,0.001299,0.452791,0.001366,0.066742,0.001626,0.152765,0.001454,0.527861,0.002501,80
human_intervention_revision,bin_packing_recovery,environment_change_intervention,in_distribution,0.607304,0.003789,0.356941,0.004570,0.143908,0.002348,0.232308,0.002072,0.593008,0.002836,0.475236,0.002524,0.198080,0.001113,0.306112,0.001467,0.073262,0.001736,0.117319,0.001530,0.528803,0.002416,80
human_intervention_revision,bin_packing_recovery,environment_change_intervention,long_horizon_recovery,0.551316,0.004297,0.154709,0.004983,0.169451,0.002267,0.337643,0.002151,0.573906,0.002575,0.424664,0.002977,0.210500,0.001340,0.402878,0.001446,0.070301,0.001636,0.138245,0.001514,0.530969,0.002331,80
human_intervention_revision,bin_packing_recovery,environment_change_intervention,new_operator_interventions,0.574257,0.003521,0.238038,0.004240,0.163313,0.002019,0.293747,0.002100,0.571449,0.003054,0.464692,0.002351,0.210978,0.001403,0.345964,0.001392,0.069706,0.001395,0.130057,0.001647,0.531834,0.002681,80
human_intervention_revision,bin_packing_recovery,environment_change_intervention,sparse_feedback,0.542337,0.004106,0.126481,0.004457,0.205715,0.001878,0.324418,0.002187,0.560659,0.002590,0.455816,0.002735,0.218020,0.001238,0.412581,0.001614,0.069414,0.001614,0.143377,0.001563,0.531352,0.002441,80
human_intervention_revision,bin_packing_recovery,false_human_hint,combined_stress,0.544629,0.004334,0.131312,0.005103,0.261567,0.002223,0.273051,0.002026,0.514370,0.003068,0.502874,0.002459,0.182707,0.001377,0.457719,0.001331,0.071334,0.001692,0.163456,0.001782,0.502778,0.002863,80
human_intervention_revision,bin_packing_recovery,false_human_hint,in_distribution,0.639089,0.003561,0.474379,0.004520,0.197961,0.002153,0.108589,0.002517,0.561721,0.002715,0.555856,0.002366,0.153890,0.001129,0.310599,0.001498,0.076516,0.001586,0.128420,0.001349,0.505156,0.002509,80
human_intervention_revision,bin_packing_recovery,false_human_hint,long_horizon_recovery,0.586736,0.004034,0.271796,0.004401,0.228201,0.002265,0.213998,0.002039,0.539352,0.002761,0.503483,0.002571,0.165906,0.001116,0.409381,0.001597,0.073011,0.001529,0.147357,0.001268,0.502504,0.002578,80
human_intervention_revision,bin_packing_recovery,false_human_hint,new_operator_interventions,0.609259,0.003909,0.352631,0.004608,0.223889,0.002023,0.168999,0.002299,0.538694,0.002491,0.543465,0.002429,0.168530,0.001299,0.350778,0.001553,0.074740,0.001776,0.140887,0.001386,0.504826,0.003119,80
human_intervention_revision,bin_packing_recovery,false_human_hint,sparse_feedback,0.574805,0.003772,0.240601,0.004043,0.262908,0.002048,0.202764,0.001785,0.527824,0.002618,0.535182,0.002555,0.175023,0.001280,0.418027,0.001316,0.070865,0.001643,0.151730,0.001352,0.504153,0.002595,80
human_intervention_revision,bin_packing_recovery,noisy_observation,combined_stress,0.581145,0.003455,0.265499,0.004219,0.190368,0.002250,0.249591,0.002298,0.553539,0.002321,0.515806,0.002879,0.175010,0.001308,0.453287,0.001512,0.072944,0.001612,0.124985,0.001416,0.533365,0.002584,80
human_intervention_revision,bin_packing_recovery,noisy_observation,in_distribution,0.671913,0.003971,0.604669,0.004883,0.128845,0.002398,0.086349,0.002269,0.602245,0.002981,0.568432,0.002925,0.146321,0.001323,0.304638,0.001387,0.078999,0.001547,0.086564,0.001479,0.536431,0.002690,80
human_intervention_revision,bin_packing_recovery,noisy_observation,long_horizon_recovery,0.612398,0.003849,0.399178,0.004549,0.152135,0.002041,0.192798,0.001988,0.581760,0.002579,0.517503,0.002608,0.159149,0.001232,0.402879,0.001647,0.074430,0.001907,0.106685,0.001255,0.538661,0.002791,80
human_intervention_revision,bin_packing_recovery,noisy_observation,new_operator_interventions,0.637654,0.003704,0.484894,0.004248,0.147032,0.001904,0.147790,0.002143,0.581836,0.002819,0.558625,0.002578,0.159258,0.001250,0.345787,0.001510,0.074441,0.001647,0.099967,0.001380,0.535118,0.002679,80
human_intervention_revision,bin_packing_recovery,noisy_observation,sparse_feedback,0.603429,0.003927,0.368092,0.004684,0.189865,0.002191,0.181668,0.002294,0.569070,0.002475,0.550203,0.002817,0.165494,0.001263,0.413233,0.001505,0.075442,0.001508,0.113914,0.001384,0.535225,0.002911,80
human_intervention_revision,bin_packing_recovery,nominal,combined_stress,0.630367,0.003797,0.453286,0.004751,0.115563,0.001813,0.196686,0.002089,0.614501,0.002723,0.550186,0.002667,0.156168,0.001564,0.435833,0.001511,0.074926,0.001897,0.097228,0.001605,0.579137,0.002857,80
human_intervention_revision,bin_packing_recovery,nominal,in_distribution,0.724807,0.003965,0.788078,0.004710,0.055150,0.002061,0.037946,0.002158,0.658703,0.002537,0.601254,0.002445,0.127757,0.001243,0.289659,0.001422,0.081918,0.002056,0.062318,0.001321,0.580117,0.002280,80
human_intervention_revision,bin_packing_recovery,nominal,long_horizon_recovery,0.668349,0.003874,0.588558,0.004145,0.080443,0.002058,0.140294,0.002119,0.636899,0.002542,0.552228,0.002741,0.139799,0.001354,0.386559,0.001309,0.077893,0.001726,0.080521,0.001547,0.578678,0.002788,80
human_intervention_revision,bin_packing_recovery,nominal,new_operator_interventions,0.687252,0.003575,0.666070,0.004646,0.075130,0.002221,0.097229,0.001933,0.637403,0.002611,0.590434,0.002725,0.141135,0.001285,0.327466,0.001468,0.080308,0.001736,0.073099,0.001429,0.578529,0.002592,80
human_intervention_revision,bin_packing_recovery,nominal,sparse_feedback,0.656918,0.004081,0.554742,0.004944,0.116864,0.002333,0.130438,0.002359,0.626575,0.002616,0.582189,0.002444,0.148227,0.001353,0.394450,0.001366,0.077736,0.001947,0.087087,0.001433,0.576686,0.002733,80
human_intervention_revision,bin_packing_recovery,physical_rule_violation,combined_stress,0.539813,0.003768,0.125884,0.004206,0.183388,0.001876,0.345443,0.002211,0.565730,0.002450,0.456259,0.002765,0.208601,0.001217,0.448106,0.001485,0.067973,0.001747,0.137474,0.001527,0.542608,0.002836,80
human_intervention_revision,bin_packing_recovery,physical_rule_violation,in_distribution,0.636425,0.004395,0.466237,0.005161,0.121141,0.002209,0.183203,0.001821,0.608719,0.002641,0.507639,0.002668,0.179608,0.001325,0.303059,0.001428,0.074518,0.001765,0.102751,0.001523,0.542902,0.002610,80
human_intervention_revision,bin_packing_recovery,physical_rule_violation,long_horizon_recovery,0.582777,0.003860,0.263262,0.004988,0.147706,0.002190,0.289376,0.001914,0.587048,0.002353,0.457050,0.002729,0.192600,0.001159,0.400597,0.001397,0.072320,0.001658,0.123507,0.001345,0.540037,0.002478,80
human_intervention_revision,bin_packing_recovery,physical_rule_violation,new_operator_interventions,0.601136,0.003758,0.342809,0.004892,0.141604,0.002162,0.242706,0.002444,0.584900,0.002273,0.495930,0.002773,0.194574,0.001504,0.342141,0.001398,0.072998,0.001857,0.115501,0.001482,0.540635,0.002768,80
human_intervention_revision,bin_packing_recovery,physical_rule_violation,sparse_feedback,0.572554,0.004388,0.235942,0.004941,0.184161,0.002120,0.274876,0.002084,0.577077,0.002980,0.488846,0.002378,0.200043,0.001357,0.408876,0.001543,0.073138,0.001714,0.127377,0.001479,0.538519,0.002734,80
human_intervention_revision,deformable_contact_replan,actuator_model_break,combined_stress,0.526955,0.003682,0.080035,0.004676,0.184908,0.002202,0.376486,0.002260,0.561805,0.002477,0.433311,0.002781,0.212096,0.001283,0.450057,0.001571,0.067631,0.001698,0.140399,0.001613,0.538586,0.002590,80
human_intervention_revision,deformable_contact_replan,actuator_model_break,in_distribution,0.622513,0.003561,0.418838,0.004533,0.121948,0.002095,0.217339,0.002215,0.605408,0.002371,0.488800,0.002558,0.182803,0.001209,0.303930,0.001642,0.074193,0.001629,0.106848,0.001407,0.540413,0.002847,80
human_intervention_revision,deformable_contact_replan,actuator_model_break,long_horizon_recovery,0.569234,0.003939,0.218328,0.005078,0.148483,0.001926,0.323321,0.002246,0.588632,0.002827,0.435605,0.002354,0.195228,0.001433,0.401908,0.001655,0.070595,0.001723,0.126842,0.001287,0.542104,0.002906,80
human_intervention_revision,deformable_contact_replan,actuator_model_break,new_operator_interventions,0.587636,0.003475,0.301171,0.004175,0.141376,0.002240,0.274230,0.002172,0.583684,0.002525,0.479631,0.002305,0.195540,0.001348,0.344385,0.001645,0.072394,0.001761,0.118744,0.001381,0.539789,0.002316,80
human_intervention_revision,deformable_contact_replan,actuator_model_break,sparse_feedback,0.560175,0.004030,0.190110,0.004616,0.185396,0.002290,0.309407,0.002038,0.573327,0.002770,0.467979,0.002760,0.202539,0.001347,0.408848,0.001690,0.069598,0.001597,0.132975,0.001501,0.540128,0.002738,80
human_intervention_revision,deformable_contact_replan,combined_intervention_stress,combined_stress,0.435380,0.004304,-0.272945,0.005021,0.365827,0.002444,0.445443,0.002216,0.438561,0.002887,0.388366,0.002951,0.233776,0.001303,0.478068,0.001528,0.062193,0.001625,0.218119,0.001269,0.449757,0.002679,80
human_intervention_revision,deformable_contact_replan,combined_intervention_stress,in_distribution,0.529254,0.003736,0.063339,0.004659,0.305481,0.002074,0.284972,0.002122,0.482680,0.002433,0.444519,0.002675,0.205500,0.001414,0.332187,0.001495,0.069421,0.001485,0.181929,0.001247,0.445336,0.002435,80
human_intervention_revision,deformable_contact_replan,combined_intervention_stress,long_horizon_recovery,0.477915,0.003895,-0.131855,0.004943,0.329829,0.002579,0.388196,0.002193,0.464169,0.002536,0.394253,0.002531,0.218560,0.001466,0.431727,0.001444,0.062684,0.001638,0.201979,0.001390,0.448635,0.002349,80
human_intervention_revision,deformable_contact_replan,combined_intervention_stress,new_operator_interventions,0.494932,0.004185,-0.056179,0.004926,0.323302,0.002085,0.344333,0.001987,0.462038,0.002645,0.432950,0.002458,0.220393,0.001277,0.371328,0.001508,0.066853,0.001649,0.194954,0.001507,0.446094,0.002442,80
human_intervention_revision,deformable_contact_replan,combined_intervention_stress,sparse_feedback,0.467407,0.004386,-0.160057,0.005196,0.364195,0.002271,0.374391,0.002503,0.452758,0.002297,0.423369,0.002273,0.226460,0.001355,0.438639,0.001379,0.063728,0.001533,0.206987,0.001431,0.447324,0.002637,80
human_intervention_revision,deformable_contact_replan,contact_precondition_failure,combined_stress,0.544470,0.003641,0.126833,0.004339,0.174756,0.002101,0.360808,0.002365,0.572750,0.002335,0.444013,0.002797,0.205682,0.001303,0.446347,0.001520,0.069275,0.001837,0.137494,0.001375,0.547674,0.002610,80
human_intervention_revision,deformable_contact_replan,contact_precondition_failure,in_distribution,0.636202,0.003926,0.462551,0.004776,0.112159,0.002323,0.200249,0.001989,0.617679,0.002401,0.496197,0.002322,0.176071,0.001271,0.301156,0.001488,0.075719,0.001747,0.102008,0.001346,0.544385,0.002628,80
human_intervention_revision,deformable_contact_replan,contact_precondition_failure,long_horizon_recovery,0.579177,0.003699,0.260425,0.004567,0.139543,0.002081,0.304060,0.002219,0.599092,0.002792,0.446893,0.003115,0.188357,0.001232,0.397791,0.001482,0.071740,0.001746,0.122557,0.001385,0.549563,0.002599,80
human_intervention_revision,deformable_contact_replan,contact_precondition_failure,new_operator_interventions,0.602187,0.003626,0.341517,0.004413,0.132680,0.002299,0.259929,0.002331,0.594518,0.002776,0.487094,0.002480,0.190360,0.001343,0.339078,0.001531,0.074326,0.001630,0.116283,0.001534,0.546649,0.002881,80
human_intervention_revision,deformable_contact_replan,contact_precondition_failure,sparse_feedback,0.570438,0.004136,0.233087,0.005093,0.172320,0.002166,0.291972,0.002318,0.585260,0.002774,0.478180,0.002863,0.196903,0.001276,0.405421,0.001558,0.070876,0.001932,0.127675,0.001264,0.545936,0.002465,80
human_intervention_revision,deformable_contact_replan,environment_change_intervention,combined_stress,0.513971,0.003935,0.027652,0.004361,0.204740,0.002169,0.393821,0.002137,0.548928,0.002785,0.424385,0.002861,0.216878,0.001277,0.452911,0.001627,0.067385,0.001786,0.152423,0.001436,0.528706,0.002701,80
human_intervention_revision,deformable_contact_replan,environment_change_intervention,in_distribution,0.608320,0.004039,0.364355,0.004950,0.143730,0.002258,0.234599,0.002521,0.593581,0.002934,0.477410,0.002485,0.187729,0.001265,0.306983,0.001395,0.072432,0.001797,0.117589,0.001386,0.528982,0.002501,80
human_intervention_revision,deformable_contact_replan,environment_change_intervention,long_horizon_recovery,0.552733,0.003433,0.161314,0.004918,0.169497,0.002262,0.339116,0.002257,0.576795,0.002763,0.423556,0.002485,0.201035,0.001371,0.405063,0.001551,0.070975,0.001592,0.138060,0.001306,0.527343,0.002751,80
human_intervention_revision,deformable_contact_replan,environment_change_intervention,new_operator_interventions,0.572789,0.003246,0.241734,0.003731,0.164442,0.002229,0.294440,0.002103,0.570874,0.002388,0.467738,0.002628,0.201699,0.001467,0.346205,0.001760,0.071265,0.001721,0.131157,0.001312,0.531263,0.002422,80
human_intervention_revision,deformable_contact_replan,environment_change_intervention,sparse_feedback,0.543253,0.003426,0.133655,0.004871,0.204698,0.001966,0.326070,0.002300,0.560616,0.002559,0.457234,0.002413,0.209394,0.001326,0.412408,0.001552,0.067569,0.001645,0.143286,0.001435,0.529731,0.002576,80
human_intervention_revision,deformable_contact_replan,false_human_hint,combined_stress,0.546362,0.004247,0.139962,0.004849,0.263674,0.002270,0.271952,0.002143,0.515804,0.002397,0.502584,0.002421,0.172700,0.001107,0.458395,0.001478,0.068850,0.001411,0.164504,0.001285,0.503977,0.002902,80
human_intervention_revision,deformable_contact_replan,false_human_hint,in_distribution,0.638916,0.003651,0.480593,0.004890,0.198777,0.002314,0.109998,0.002338,0.559077,0.002402,0.555559,0.003196,0.143358,0.001317,0.310157,0.001697,0.076175,0.001560,0.126245,0.001470,0.504112,0.002615,80
human_intervention_revision,deformable_contact_replan,false_human_hint,long_horizon_recovery,0.584729,0.004035,0.277215,0.004357,0.227658,0.002155,0.213229,0.002177,0.538915,0.002637,0.501906,0.002882,0.156249,0.001341,0.407897,0.001798,0.073603,0.001947,0.147542,0.001508,0.500709,0.002622,80
human_intervention_revision,deformable_contact_replan,false_human_hint,new_operator_interventions,0.607676,0.004022,0.361003,0.005072,0.221541,0.002106,0.169365,0.002570,0.539150,0.002515,0.546818,0.002590,0.158543,0.001164,0.348837,0.001324,0.074356,0.001712,0.140285,0.001276,0.503342,0.002519,80
human_intervention_revision,deformable_contact_replan,false_human_hint,sparse_feedback,0.573961,0.004187,0.246672,0.005508,0.263492,0.002226,0.201503,0.002313,0.525066,0.002754,0.534307,0.002694,0.164919,0.001178,0.418114,0.001844,0.072149,0.001741,0.151622,0.001426,0.506060,0.002705,80
human_intervention_revision,deformable_contact_replan,noisy_observation,combined_stress,0.583911,0.003694,0.277806,0.004576,0.189628,0.002326,0.250714,0.002112,0.558465,0.002772,0.517760,0.002695,0.165426,0.001276,0.451529,0.001457,0.072548,0.001643,0.123220,0.001394,0.534702,0.002458,80
human_intervention_revision,deformable_contact_replan,noisy_observation,in_distribution,0.675252,0.003908,0.614146,0.005085,0.127801,0.002423,0.087600,0.002086,0.600235,0.002695,0.570386,0.002772,0.136405,0.001341,0.306284,0.001609,0.079533,0.001783,0.087448,0.001434,0.538944,0.002413,80
human_intervention_revision,deformable_contact_replan,noisy_observation,long_horizon_recovery,0.614069,0.003493,0.406441,0.004387,0.154281,0.002477,0.192745,0.002108,0.582496,0.002975,0.517461,0.002416,0.148612,0.001401,0.403049,0.001775,0.074468,0.001570,0.108058,0.001548,0.536603,0.002604,80
human_intervention_revision,deformable_contact_replan,noisy_observation,new_operator_interventions,0.640042,0.004558,0.493650,0.004797,0.147099,0.002245,0.145483,0.002179,0.578220,0.002936,0.559468,0.002780,0.150448,0.001312,0.346909,0.001467,0.077183,0.001715,0.100056,0.001351,0.535709,0.002814,80
human_intervention_revision,deformable_contact_replan,noisy_observation,sparse_feedback,0.610705,0.004584,0.381970,0.004730,0.190675,0.002036,0.181275,0.002408,0.570241,0.002334,0.548725,0.002288,0.156645,0.001318,0.412075,0.001404,0.074823,0.001399,0.113823,0.001472,0.537071,0.002677,80
human_intervention_revision,deformable_contact_replan,nominal,combined_stress,0.633125,0.003837,0.458708,0.004686,0.115155,0.002262,0.200491,0.002384,0.613971,0.002581,0.548838,0.002694,0.148255,0.001385,0.435393,0.001524,0.076133,0.001655,0.097458,0.001457,0.579931,0.002726,80
human_intervention_revision,deformable_contact_replan,nominal,in_distribution,0.722890,0.004087,0.793890,0.004490,0.053110,0.002013,0.037310,0.001943,0.656780,0.002516,0.601421,0.002873,0.118840,0.001398,0.289238,0.001632,0.083394,0.001744,0.061357,0.001214,0.577786,0.002571,80
human_intervention_revision,deformable_contact_replan,nominal,long_horizon_recovery,0.671323,0.003884,0.597881,0.004626,0.078463,0.002177,0.142039,0.002182,0.640565,0.002989,0.551094,0.002587,0.130154,0.001068,0.387516,0.001399,0.078034,0.001778,0.081969,0.001423,0.575812,0.003103,80
